scenario,year,season,crop_id,crop_name,area_mu,production_jin,normal_sales_jin,surplus_jin,revenue_yuan,cost_yuan,profit_yuan
baseline_waste,2024,first,22,茄子,6.0,43200.0,43200.0,0.0,237600.0,13200.0,224400.0
baseline_waste,2024,second,22,茄子,0.3,2160.0,2160.0,0.0,14256.0,792.0,13464.0
baseline_waste,2024,second,23,菠菜,0.3,900.0,900.0,0.0,6210.0,900.0,5310.0
baseline_waste,2024,first,24,青椒,0.75,1800.0,1800.0,0.0,9450.0,1200.0,8250.0
baseline_waste,2024,second,24,青椒,0.3,810.0,810.0,0.0,5508.0,660.0,4848.0
baseline_waste,2024,first,25,菜花,1.090909,3600.0,3600.0,0.0,19800.0,2618.181818,17181.818182
baseline_waste,2024,first,26,包菜,1.094595,4050.0,4050.0,0.0,26325.0,3174.324324,23150.675676
baseline_waste,2024,first,27,油麦菜,1.097561,4500.0,4500.0,0.0,22500.0,1756.097561,20743.902439
baseline_waste,2024,first,28,小青菜,10.75,34400.0,34400.0,0.0,197800.0,17200.0,180600.0
baseline_waste,2024,second,28,小青菜,0.3,1080.0,1080.0,0.0,7452.0,660.0,6792.0
baseline_waste,2024,first,29,黄瓜,0.6,9000.0,9000.0,0.0,63000.0,2100.0,60900.0
baseline_waste,2024,second,29,黄瓜,0.3,4050.0,4050.0,0.0,34020.0,1155.0,32865.0
baseline_waste,2024,first,30,生菜,0.365854,1500.0,1500.0,0.0,7875.0,585.365854,7289.634146
baseline_waste,2024,second,30,生菜,0.3,1350.0,1350.0,0.0,8505.0,660.0,7845.0
baseline_waste,2024,first,31,辣椒,0.75,1200.0,1200.0,0.0,8700.0,750.0,7950.0
baseline_waste,2024,first,32,空心菜,0.36,3600.0,3600.0,0.0,16200.0,1476.0,14724.0
baseline_waste,2024,first,33,黄心菜,0.36,1800.0,1800.0,0.0,8100.0,720.0,7380.0
baseline_waste,2024,second,34,芹菜,0.3,1800.0,1800.0,0.0,8640.0,360.0,8280.0
baseline_waste,2024,second,35,大白菜,30.0,150000.0,150000.0,0.0,375000.0,60000.0,315000.0
baseline_waste,2024,second,36,白萝卜,25.0,100000.0,100000.0,0.0,250000.0,12500.0,237500.0
baseline_waste,2024,second,37,红萝卜,12.0,36000.0,36000.0,0.0,117000.0,6000.0,111000.0
baseline_waste,2024,second,38,榆黄菇,1.8,9000.0,9000.0,0.0,517500.0,5400.0,512100.0
baseline_waste,2024,second,39,香菇,1.8,7200.0,7200.0,0.0,136800.0,3600.0,133200.0
baseline_waste,2024,second,40,白灵菇,1.8,18000.0,18000.0,0.0,288000.0,18000.0,270000.0
baseline_waste,2024,second,41,羊肚菌,4.2,4200.0,4200.0,0.0,420000.0,42000.0,378000.0
baseline_waste,2025,single,1,黄豆,144.853414,57000.0,57000.0,0.0,185250.0,57941.365487,127308.634513
baseline_waste,2025,single,2,黑豆,45.963158,21850.0,21850.0,0.0,163875.0,18385.263158,145489.736842
baseline_waste,2025,single,3,红豆,58.947368,22400.0,22400.0,0.0,184800.0,20631.578947,164168.421053
baseline_waste,2025,single,4,绿豆,95.75622,33040.0,33040.0,0.0,231280.0,33514.676975,197765.323025
baseline_waste,2025,single,5,爬豆,25.0,9875.0,9875.0,0.0,66656.25,8750.0,57906.25
baseline_waste,2025,single,6,小麦,224.805465,170840.0,170840.0,0.0,597940.0,101162.459118,496777.540882
baseline_waste,2025,single,7,玉米,132.75,132750.0,132750.0,0.0,398250.0,66375.0,331875.0
baseline_waste,2025,single,8,谷子,188.320335,71400.0,71400.0,0.0,481950.0,67795.320574,414154.679426
baseline_waste,2025,single,9,高粱,50.0,30000.0,30000.0,0.0,180000.0,20000.0,160000.0
baseline_waste,2025,single,10,黍子,26.315789,12500.0,12500.0,0.0,93750.0,9473.684211,84276.315789
baseline_waste,2025,single,11,荞麦,15.0,1500.0,1500.0,0.0,60000.0,5250.0,54750.0
baseline_waste,2025,single,12,南瓜,11.7,35100.0,35100.0,0.0,52650.0,11700.0,40950.0
baseline_waste,2025,single,13,红薯,16.363636,36000.0,36000.0,0.0,117000.0,32727.272727,84272.727273
baseline_waste,2025,single,14,莜麦,35.0,14000.0,14000.0,0.0,77000.0,14000.0,63000.0
baseline_waste,2025,single,15,大麦,21.052632,10000.0,10000.0,0.0,35000.0,7368.421053,27631.578947
baseline_waste,2025,single,16,水稻,12.0,6000.0,6000.0,0.0,42000.0,8160.0,33840.0
baseline_waste,2025,first,17,豇豆,11.86,36480.0,36480.0,0.0,291840.0,24320.0,267520.0
baseline_waste,2025,first,18,刀豆,42.433643,86787.285312,26880.0,59907.285312,181440.0,43393.642656,138046.357344
baseline_waste,2025,first,19,芸豆,2.04,6480.0,6480.0,0.0,42120.0,4320.0,37800.0
baseline_waste,2025,first,20,土豆,14.88,30000.0,30000.0,0.0,112500.0,30000.0,82500.0
baseline_waste,2025,first,21,西红柿,14.6,35400.0,35400.0,0.0,221250.0,29440.0,191810.0
baseline_waste,2025,second,21,西红柿,0.3,810.0,810.0,0.0,6075.0,792.0,5283.0
baseline_waste,2025,first,22,茄子,6.375,43200.0,43200.0,0.0,237600.0,13350.0,224250.0
baseline_waste,2025,second,22,茄子,0.3,2160.0,2160.0,0.0,14256.0,792.0,13464.0
baseline_waste,2025,second,23,菠菜,0.3,900.0,900.0,0.0,6210.0,900.0,5310.0
baseline_waste,2025,first,24,青椒,0.75,1800.0,1800.0,0.0,9450.0,1200.0,8250.0
baseline_waste,2025,second,24,青椒,0.3,810.0,810.0,0.0,5508.0,660.0,4848.0
baseline_waste,2025,first,25,菜花,1.090909,3600.0,3600.0,0.0,19800.0,2618.181818,17181.818182
baseline_waste,2025,first,26,包菜,1.094595,4050.0,4050.0,0.0,26325.0,3174.324324,23150.675676
baseline_waste,2025,first,27,油麦菜,0.9,4500.0,4500.0,0.0,22500.0,1800.0,20700.0
baseline_waste,2025,first,28,小青菜,10.75,34400.0,34400.0,0.0,197800.0,17200.0,180600.0
baseline_waste,2025,second,28,小青菜,0.3,1080.0,1080.0,0.0,7452.0,660.0,6792.0
baseline_waste,2025,first,29,黄瓜,0.6,9000.0,9000.0,0.0,63000.0,2100.0,60900.0
baseline_waste,2025,second,29,黄瓜,0.3,4050.0,4050.0,0.0,34020.0,1155.0,32865.0
baseline_waste,2025,first,30,生菜,0.365854,1500.0,1500.0,0.0,7875.0,585.365854,7289.634146
baseline_waste,2025,second,30,生菜,0.3,1350.0,1350.0,0.0,8505.0,660.0,7845.0
baseline_waste,2025,first,31,辣椒,0.6,1200.0,1200.0,0.0,8700.0,720.0,7980.0
baseline_waste,2025,first,32,空心菜,0.36,3600.0,3600.0,0.0,16200.0,1476.0,14724.0
baseline_waste,2025,first,33,黄心菜,0.3,1800.0,1800.0,0.0,8100.0,750.0,7350.0
baseline_waste,2025,second,34,芹菜,0.3,1800.0,1800.0,0.0,8640.0,360.0,8280.0
baseline_waste,2025,second,35,大白菜,30.0,150000.0,150000.0,0.0,375000.0,60000.0,315000.0
baseline_waste,2025,second,36,白萝卜,25.0,100000.0,100000.0,0.0,250000.0,12500.0,237500.0
baseline_waste,2025,second,37,红萝卜,12.0,36000.0,36000.0,0.0,117000.0,6000.0,111000.0
baseline_waste,2025,second,38,榆黄菇,1.8,9000.0,9000.0,0.0,517500.0,5400.0,512100.0
baseline_waste,2025,second,39,香菇,1.8,7200.0,7200.0,0.0,136800.0,3600.0,133200.0
baseline_waste,2025,second,40,白灵菇,1.8,18000.0,18000.0,0.0,288000.0,18000.0,270000.0
baseline_waste,2025,second,41,羊肚菌,4.2,4200.0,4200.0,0.0,420000.0,42000.0,378000.0
baseline_waste,2026,single,1,黄豆,142.279778,55426.315789,55426.315789,0.0,180135.526316,56911.911357,123223.614958
baseline_waste,2026,single,2,黑豆,45.738643,21850.0,21850.0,0.0,163875.0,18295.457064,145579.542936
baseline_waste,2026,single,3,红豆,58.947368,22400.0,22400.0,0.0,184800.0,20631.578947,164168.421053
baseline_waste,2026,single,4,绿豆,97.440643,33040.0,33040.0,0.0,231280.0,34104.225146,197175.774854
baseline_waste,2026,single,5,爬豆,25.0,9875.0,9875.0,0.0,66656.25,8750.0,57906.25
baseline_waste,2026,single,6,小麦,220.477033,170840.0,170840.0,0.0,597940.0,99214.665072,498725.334928
baseline_waste,2026,single,7,玉米,133.684211,132750.0,132750.0,0.0,398250.0,66842.105263,331407.894737
baseline_waste,2026,single,8,谷子,188.593567,71400.0,71400.0,0.0,481950.0,67893.684211,414056.315789
baseline_waste,2026,single,9,高粱,50.0,30000.0,30000.0,0.0,180000.0,20000.0,160000.0
baseline_waste,2026,single,10,黍子,26.315789,12500.0,12500.0,0.0,93750.0,9473.684211,84276.315789
baseline_waste,2026,single,11,荞麦,15.0,1500.0,1500.0,0.0,60000.0,5250.0,54750.0
baseline_waste,2026,single,12,南瓜,11.7,35100.0,35100.0,0.0,52650.0,11700.0,40950.0
baseline_waste,2026,single,13,红薯,16.363636,36000.0,36000.0,0.0,117000.0,32727.272727,84272.727273
baseline_waste,2026,single,14,莜麦,35.0,14000.0,14000.0,0.0,77000.0,14000.0,63000.0
baseline_waste,2026,single,15,大麦,21.052632,10000.0,10000.0,0.0,35000.0,7368.421053,27631.578947
baseline_waste,2026,single,16,水稻,36.0,18000.0,18000.0,0.0,126000.0,24480.0,101520.0
baseline_waste,2026,first,17,豇豆,12.6,38160.0,36480.0,1680.0,291840.0,25440.0,266400.0
baseline_waste,2026,first,18,刀豆,13.6,28640.0,26880.0,1760.0,181440.0,14320.0,167120.0
baseline_waste,2026,first,19,芸豆,2.438643,7675.927968,6480.0,1195.927968,42120.0,5117.285312,37002.714688
baseline_waste,2026,first,20,土豆,15.0,30000.0,30000.0,0.0,112500.0,30000.0,82500.0
baseline_waste,2026,first,21,西红柿,14.45,35400.0,35400.0,0.0,221250.0,29380.0,191870.0
baseline_waste,2026,second,21,西红柿,0.3,810.0,810.0,0.0,6075.0,792.0,5283.0
baseline_waste,2026,first,22,茄子,5.4,43200.0,43200.0,0.0,237600.0,12960.0,224640.0
baseline_waste,2026,second,22,茄子,0.3,2160.0,2160.0,0.0,14256.0,792.0,13464.0
baseline_waste,2026,second,23,菠菜,0.3,900.0,900.0,0.0,6210.0,900.0,5310.0
baseline_waste,2026,first,24,青椒,0.75,1800.0,1800.0,0.0,9450.0,1200.0,8250.0
baseline_waste,2026,second,24,青椒,0.3,810.0,810.0,0.0,5508.0,660.0,4848.0
baseline_waste,2026,first,25,菜花,1.090909,3600.0,3600.0,0.0,19800.0,2618.181818,17181.818182
baseline_waste,2026,first,26,包菜,1.094595,4050.0,4050.0,0.0,26325.0,3174.324324,23150.675676
baseline_waste,2026,first,27,油麦菜,1.097561,4500.0,4500.0,0.0,22500.0,1756.097561,20743.902439
baseline_waste,2026,first,28,小青菜,10.75,34400.0,34400.0,0.0,197800.0,17200.0,180600.0
baseline_waste,2026,second,28,小青菜,0.3,1080.0,1080.0,0.0,7452.0,660.0,6792.0
baseline_waste,2026,first,29,黄瓜,0.6,9000.0,9000.0,0.0,63000.0,2100.0,60900.0
baseline_waste,2026,second,29,黄瓜,0.3,4050.0,4050.0,0.0,34020.0,1155.0,32865.0
baseline_waste,2026,first,30,生菜,0.365854,1500.0,1500.0,0.0,7875.0,585.365854,7289.634146
baseline_waste,2026,second,30,生菜,0.3,1350.0,1350.0,0.0,8505.0,660.0,7845.0
baseline_waste,2026,first,31,辣椒,0.75,1200.0,1200.0,0.0,8700.0,750.0,7950.0
baseline_waste,2026,first,32,空心菜,0.36,3600.0,3600.0,0.0,16200.0,1476.0,14724.0
baseline_waste,2026,first,33,黄心菜,0.36,1800.0,1800.0,0.0,8100.0,720.0,7380.0
baseline_waste,2026,second,34,芹菜,0.3,1800.0,1800.0,0.0,8640.0,360.0,8280.0
baseline_waste,2026,second,35,大白菜,30.0,150000.0,150000.0,0.0,375000.0,60000.0,315000.0
baseline_waste,2026,second,36,白萝卜,25.0,100000.0,100000.0,0.0,250000.0,12500.0,237500.0
baseline_waste,2026,second,37,红萝卜,12.0,36000.0,36000.0,0.0,117000.0,6000.0,111000.0
baseline_waste,2026,second,38,榆黄菇,1.8,9000.0,9000.0,0.0,517500.0,5400.0,512100.0
baseline_waste,2026,second,39,香菇,1.8,7200.0,7200.0,0.0,136800.0,3600.0,133200.0
baseline_waste,2026,second,40,白灵菇,1.8,18000.0,18000.0,0.0,288000.0,18000.0,270000.0
baseline_waste,2026,second,41,羊肚菌,4.2,4200.0,4200.0,0.0,420000.0,42000.0,378000.0
baseline_waste,2027,single,1,黄豆,150.0,57000.0,57000.0,0.0,185250.0,60000.0,125250.0
baseline_waste,2027,single,2,黑豆,46.0,21850.0,21850.0,0.0,163875.0,18400.0,145475.0
baseline_waste,2027,single,3,红豆,58.947368,22400.0,22400.0,0.0,184800.0,20631.578947,164168.421053
baseline_waste,2027,single,4,绿豆,101.0,33040.0,33040.0,0.0,231280.0,35350.0,195930.0
baseline_waste,2027,single,5,爬豆,25.695415,9875.0,9875.0,0.0,66656.25,8993.395312,57662.854688
baseline_waste,2027,single,6,小麦,213.826316,170840.0,170840.0,0.0,597940.0,96221.842105,501718.157895
baseline_waste,2027,single,7,玉米,134.808612,132750.0,132750.0,0.0,398250.0,67404.30622,330845.69378
baseline_waste,2027,single,8,谷子,187.894737,71400.0,71400.0,0.0,481950.0,67642.105263,414307.894737
baseline_waste,2027,single,9,高粱,50.0,30000.0,30000.0,0.0,180000.0,20000.0,160000.0
baseline_waste,2027,single,10,黍子,25.0,12500.0,12500.0,0.0,93750.0,9000.0,84750.0
baseline_waste,2027,single,11,荞麦,14.625082,1500.0,1500.0,0.0,60000.0,5118.778617,54881.221383
baseline_waste,2027,single,12,南瓜,11.7,35100.0,35100.0,0.0,52650.0,11700.0,40950.0
baseline_waste,2027,single,13,红薯,16.363636,36000.0,36000.0,0.0,117000.0,32727.272727,84272.727273
baseline_waste,2027,single,14,莜麦,35.0,14000.0,14000.0,0.0,77000.0,14000.0,63000.0
baseline_waste,2027,single,15,大麦,21.052632,10000.0,10000.0,0.0,35000.0,7368.421053,27631.578947
baseline_waste,2027,single,16,水稻,16.0,8000.0,8000.0,0.0,56000.0,10880.0,45120.0
baseline_waste,2027,first,17,豇豆,25.902715,77708.144064,36480.0,41228.144064,291840.0,51805.429376,240034.570624
baseline_waste,2027,first,18,刀豆,22.0,44000.0,26880.0,17120.0,181440.0,22000.0,159440.0
baseline_waste,2027,first,19,芸豆,2.5,7680.0,6480.0,1200.0,42120.0,5120.0,37000.0
baseline_waste,2027,first,20,土豆,12.93188,25863.759813,25863.759813,0.0,96989.099299,25863.759813,71125.339486
baseline_waste,2027,first,21,西红柿,13.325,35400.0,35400.0,0.0,221250.0,28930.0,192320.0
baseline_waste,2027,second,21,西红柿,0.3,810.0,810.0,0.0,6075.0,792.0,5283.0
baseline_waste,2027,first,22,茄子,6.45,43200.0,43200.0,0.0,237600.0,13380.0,224220.0
baseline_waste,2027,second,22,茄子,0.3,2160.0,2160.0,0.0,14256.0,792.0,13464.0
baseline_waste,2027,second,23,菠菜,0.3,900.0,900.0,0.0,6210.0,900.0,5310.0
baseline_waste,2027,first,24,青椒,0.75,1800.0,1800.0,0.0,9450.0,1200.0,8250.0
baseline_waste,2027,second,24,青椒,0.3,810.0,810.0,0.0,5508.0,660.0,4848.0
baseline_waste,2027,first,25,菜花,1.090909,3600.0,3600.0,0.0,19800.0,2618.181818,17181.818182
baseline_waste,2027,first,26,包菜,0.9,4050.0,4050.0,0.0,26325.0,3150.0,23175.0
baseline_waste,2027,first,27,油麦菜,0.965854,4500.0,4500.0,0.0,22500.0,1785.365854,20714.634146
baseline_waste,2027,first,28,小青菜,10.45,34400.0,34400.0,0.0,197800.0,17200.0,180600.0
baseline_waste,2027,second,28,小青菜,0.3,1080.0,1080.0,0.0,7452.0,660.0,6792.0
baseline_waste,2027,first,29,黄瓜,0.6,9000.0,9000.0,0.0,63000.0,2100.0,60900.0
baseline_waste,2027,second,29,黄瓜,0.3,4050.0,4050.0,0.0,34020.0,1155.0,32865.0
baseline_waste,2027,first,30,生菜,0.3,1500.0,1500.0,0.0,7875.0,600.0,7275.0
baseline_waste,2027,second,30,生菜,0.3,1350.0,1350.0,0.0,8505.0,660.0,7845.0
baseline_waste,2027,first,31,辣椒,0.6,1200.0,1200.0,0.0,8700.0,720.0,7980.0
baseline_waste,2027,first,32,空心菜,0.3,3600.0,3600.0,0.0,16200.0,1500.0,14700.0
baseline_waste,2027,first,33,黄心菜,0.3,1800.0,1800.0,0.0,8100.0,750.0,7350.0
baseline_waste,2027,second,34,芹菜,0.3,1800.0,1800.0,0.0,8640.0,360.0,8280.0
baseline_waste,2027,second,35,大白菜,30.0,150000.0,150000.0,0.0,375000.0,60000.0,315000.0
baseline_waste,2027,second,36,白萝卜,25.0,100000.0,100000.0,0.0,250000.0,12500.0,237500.0
baseline_waste,2027,second,37,红萝卜,12.0,36000.0,36000.0,0.0,117000.0,6000.0,111000.0
baseline_waste,2027,second,38,榆黄菇,1.8,9000.0,9000.0,0.0,517500.0,5400.0,512100.0
baseline_waste,2027,second,39,香菇,1.8,7200.0,7200.0,0.0,136800.0,3600.0,133200.0
baseline_waste,2027,second,40,白灵菇,1.8,18000.0,18000.0,0.0,288000.0,18000.0,270000.0
baseline_waste,2027,second,41,羊肚菌,4.2,4200.0,4200.0,0.0,420000.0,42000.0,378000.0
baseline_waste,2028,single,1,黄豆,144.210526,57000.0,57000.0,0.0,185250.0,57684.210526,127565.789474
baseline_waste,2028,single,2,黑豆,46.0,21850.0,21850.0,0.0,163875.0,18400.0,145475.0
baseline_waste,2028,single,3,红豆,58.947368,22400.0,22400.0,0.0,184800.0,20631.578947,164168.421053
baseline_waste,2028,single,4,绿豆,95.954545,33040.0,33040.0,0.0,231280.0,33584.090909,197695.909091
baseline_waste,2028,single,5,爬豆,25.0,9875.0,9875.0,0.0,66656.25,8750.0,57906.25
baseline_waste,2028,single,6,小麦,224.789474,170840.0,170840.0,0.0,597940.0,101155.263158,496784.736842
baseline_waste,2028,single,7,玉米,128.3,128300.0,128300.0,0.0,384900.0,64150.0,320750.0
baseline_waste,2028,single,8,谷子,186.052632,69780.0,69780.0,0.0,471015.0,66978.947368,404036.052632
baseline_waste,2028,single,9,高粱,50.0,30000.0,30000.0,0.0,180000.0,20000.0,160000.0
baseline_waste,2028,single,10,黍子,26.315789,12500.0,12500.0,0.0,93750.0,9473.684211,84276.315789
baseline_waste,2028,single,11,荞麦,13.636364,1500.0,1500.0,0.0,60000.0,4772.727273,55227.272727
baseline_waste,2028,single,12,南瓜,11.7,35100.0,35100.0,0.0,52650.0,11700.0,40950.0
baseline_waste,2028,single,13,红薯,16.363636,36000.0,36000.0,0.0,117000.0,32727.272727,84272.727273
baseline_waste,2028,single,14,莜麦,35.0,14000.0,14000.0,0.0,77000.0,14000.0,63000.0
baseline_waste,2028,single,15,大麦,20.526316,10000.0,10000.0,0.0,35000.0,7184.210526,27815.789474
baseline_waste,2028,single,16,水稻,20.0,10000.0,10000.0,0.0,70000.0,13600.0,56400.0
baseline_waste,2028,first,17,豇豆,11.8,36480.0,36480.0,0.0,291840.0,24320.0,267520.0
baseline_waste,2028,first,18,刀豆,35.74,73520.0,26880.0,46640.0,181440.0,36760.0,144680.0
baseline_waste,2028,first,19,芸豆,2.16,6480.0,6480.0,0.0,42120.0,4320.0,37800.0
baseline_waste,2028,first,20,土豆,14.441082,28882.163361,28882.163361,0.0,108308.112603,28882.163361,79425.949242
baseline_waste,2028,first,21,西红柿,14.45,35400.0,35400.0,0.0,221250.0,29380.0,191870.0
baseline_waste,2028,second,21,西红柿,0.3,810.0,810.0,0.0,6075.0,792.0,5283.0
baseline_waste,2028,first,22,茄子,6.0,43200.0,43200.0,0.0,237600.0,13200.0,224400.0
baseline_waste,2028,second,22,茄子,0.3,2160.0,2160.0,0.0,14256.0,792.0,13464.0
baseline_waste,2028,second,23,菠菜,0.3,900.0,900.0,0.0,6210.0,900.0,5310.0
baseline_waste,2028,second,24,青椒,0.3,810.0,810.0,0.0,5508.0,660.0,4848.0
baseline_waste,2028,first,25,菜花,1.090909,3600.0,3600.0,0.0,19800.0,2618.181818,17181.818182
baseline_waste,2028,first,26,包菜,1.094595,4050.0,4050.0,0.0,26325.0,3174.324324,23150.675676
baseline_waste,2028,first,27,油麦菜,1.097561,4500.0,4500.0,0.0,22500.0,1756.097561,20743.902439
baseline_waste,2028,first,28,小青菜,10.75,34400.0,34400.0,0.0,197800.0,17200.0,180600.0
baseline_waste,2028,second,28,小青菜,0.3,1080.0,1080.0,0.0,7452.0,660.0,6792.0
baseline_waste,2028,first,29,黄瓜,0.6,9000.0,9000.0,0.0,63000.0,2100.0,60900.0
baseline_waste,2028,second,29,黄瓜,0.3,4050.0,4050.0,0.0,34020.0,1155.0,32865.0
baseline_waste,2028,first,30,生菜,0.365854,1500.0,1500.0,0.0,7875.0,585.365854,7289.634146
baseline_waste,2028,second,30,生菜,0.3,1350.0,1350.0,0.0,8505.0,660.0,7845.0
baseline_waste,2028,first,31,辣椒,0.75,1200.0,1200.0,0.0,8700.0,750.0,7950.0
baseline_waste,2028,first,32,空心菜,0.3,3600.0,3600.0,0.0,16200.0,1500.0,14700.0
baseline_waste,2028,first,33,黄心菜,0.36,1800.0,1800.0,0.0,8100.0,720.0,7380.0
baseline_waste,2028,second,34,芹菜,0.3,1800.0,1800.0,0.0,8640.0,360.0,8280.0
baseline_waste,2028,second,35,大白菜,30.0,150000.0,150000.0,0.0,375000.0,60000.0,315000.0
baseline_waste,2028,second,36,白萝卜,25.0,100000.0,100000.0,0.0,250000.0,12500.0,237500.0
baseline_waste,2028,second,37,红萝卜,12.0,36000.0,36000.0,0.0,117000.0,6000.0,111000.0
baseline_waste,2028,second,38,榆黄菇,1.8,9000.0,9000.0,0.0,517500.0,5400.0,512100.0
baseline_waste,2028,second,39,香菇,1.8,7200.0,7200.0,0.0,136800.0,3600.0,133200.0
baseline_waste,2028,second,40,白灵菇,1.8,18000.0,18000.0,0.0,288000.0,18000.0,270000.0
baseline_waste,2028,second,41,羊肚菌,4.2,4200.0,4200.0,0.0,420000.0,42000.0,378000.0
baseline_waste,2029,single,1,黄豆,148.252632,57000.0,57000.0,0.0,185250.0,59301.052632,125948.947368
baseline_waste,2029,single,2,黑豆,43.7,21850.0,21850.0,0.0,163875.0,17480.0,146395.0
baseline_waste,2029,single,3,红豆,58.947368,22400.0,22400.0,0.0,184800.0,20631.578947,164168.421053
baseline_waste,2029,single,4,绿豆,97.877778,33040.0,33040.0,0.0,231280.0,34257.222222,197022.777778
baseline_waste,2029,single,5,爬豆,25.0,9875.0,9875.0,0.0,66656.25,8750.0,57906.25
baseline_waste,2029,single,6,小麦,220.905263,170840.0,170840.0,0.0,597940.0,99407.368421,498532.631579
baseline_waste,2029,single,7,玉米,132.75,132750.0,132750.0,0.0,398250.0,66375.0,331875.0
baseline_waste,2029,single,8,谷子,187.894737,71400.0,71400.0,0.0,481950.0,67642.105263,414307.894737
baseline_waste,2029,single,9,高粱,50.0,30000.0,30000.0,0.0,180000.0,20000.0,160000.0
baseline_waste,2029,single,10,黍子,26.315789,12500.0,12500.0,0.0,93750.0,9473.684211,84276.315789
baseline_waste,2029,single,11,荞麦,15.0,1500.0,1500.0,0.0,60000.0,5250.0,54750.0
baseline_waste,2029,single,12,南瓜,12.768182,35100.0,35100.0,0.0,52650.0,12768.181818,39881.818182
baseline_waste,2029,single,13,红薯,16.363636,36000.0,36000.0,0.0,117000.0,32727.272727,84272.727273
baseline_waste,2029,single,14,莜麦,35.0,14000.0,14000.0,0.0,77000.0,14000.0,63000.0
baseline_waste,2029,single,15,大麦,21.052632,10000.0,10000.0,0.0,35000.0,7368.421053,27631.578947
baseline_waste,2029,single,16,水稻,42.0,21000.0,21000.0,0.0,147000.0,28560.0,118440.0
baseline_waste,2029,first,17,豇豆,11.8,36480.0,36480.0,0.0,291840.0,24320.0,267520.0
baseline_waste,2029,first,18,刀豆,13.8,28320.0,26880.0,1440.0,181440.0,14160.0,167280.0
baseline_waste,2029,first,19,芸豆,3.038643,9835.927968,6480.0,3355.927968,42120.0,6557.285312,35562.714688
baseline_waste,2029,first,20,土豆,13.292439,26584.878049,26584.878049,0.0,99693.292683,26584.878049,73108.414634
baseline_waste,2029,first,21,西红柿,13.7,35400.0,35400.0,0.0,221250.0,29080.0,192170.0
baseline_waste,2029,second,21,西红柿,0.3,810.0,810.0,0.0,6075.0,792.0,5283.0
baseline_waste,2029,first,22,茄子,6.15,43200.0,43200.0,0.0,237600.0,13260.0,224340.0
baseline_waste,2029,second,22,茄子,0.3,2160.0,2160.0,0.0,14256.0,792.0,13464.0
baseline_waste,2029,second,23,菠菜,0.3,900.0,900.0,0.0,6210.0,900.0,5310.0
baseline_waste,2029,first,24,青椒,0.75,1800.0,1800.0,0.0,9450.0,1200.0,8250.0
baseline_waste,2029,second,24,青椒,0.3,810.0,810.0,0.0,5508.0,660.0,4848.0
baseline_waste,2029,first,25,菜花,1.090909,3600.0,3600.0,0.0,19800.0,2618.181818,17181.818182
baseline_waste,2029,first,26,包菜,1.094595,4050.0,4050.0,0.0,26325.0,3174.324324,23150.675676
baseline_waste,2029,first,27,油麦菜,1.097561,4500.0,4500.0,0.0,22500.0,1756.097561,20743.902439
