scenario_id,q2_profit_yuan,q3a_profit_yuan,q3b_profit_yuan,q3a_minus_q2,q3b_minus_q2,q3b_minus_q3a
116,40925482.840164,40925482.840164,40925482.840164,0.0,0.0,0.0
117,41376495.348682,41376495.348682,41376495.348682,0.0,0.0,0.0
118,40929285.292774,40929285.292774,40929285.292774,0.0,0.0,0.0
119,40744246.762476,40744246.762476,40744246.762476,0.0,0.0,0.0
120,40839495.110671,40839495.110671,40839495.110671,0.0,0.0,0.0
121,41346863.623349,41346863.623349,41346863.623349,0.0,0.0,0.0
122,41017212.846278,41017212.846278,41017212.846278,0.0,0.0,0.0
123,41215449.02414,41215449.02414,41215449.02414,0.0,0.0,0.0
124,40908994.052927,40908994.052927,40908994.052927,0.0,0.0,0.0
125,40831214.316749,40831214.316749,40831214.316749,0.0,0.0,0.0
126,41138100.844166,41138100.844166,41138100.844166,0.0,0.0,0.0
127,41239827.511137,41239827.511137,41239827.511137,0.0,0.0,0.0
128,40989213.444433,40989213.444433,40989213.444433,0.0,0.0,0.0
129,40859759.521875,40859759.521875,40859759.521875,0.0,0.0,0.0
130,41185815.948429,41185815.948429,41185815.948429,0.0,0.0,0.0
131,41036556.177009,41036556.177009,41036556.177009,0.0,0.0,0.0
132,40980325.519354,40980325.519354,40980325.519354,0.0,0.0,0.0
133,41152901.044149,41152901.044149,41152901.044149,0.0,0.0,0.0
134,40981084.574743,40981084.574743,40981084.574743,0.0,0.0,0.0
135,41240681.417914,41240681.417914,41240681.417914,0.0,0.0,0.0
136,41292007.244567,41292007.244567,41292007.244567,0.0,0.0,0.0
137,41056710.102645,41056710.102645,41056710.102645,0.0,0.0,0.0
138,41314075.679014,41314075.679014,41314075.679014,0.0,0.0,0.0
139,41367941.560573,41367941.560573,41367941.560573,0.0,0.0,0.0
140,41006034.723792,41006034.723792,41006034.723792,0.0,0.0,0.0
141,41237390.086654,41237390.086654,41237390.086654,0.0,0.0,0.0
142,40925010.916101,40925010.916101,40925010.916101,0.0,0.0,0.0
143,40926698.272887,40926698.272887,40926698.272887,0.0,0.0,0.0
144,40812847.711905,40812847.711905,40812847.711905,0.0,0.0,0.0
145,40958159.923419,40958159.923419,40958159.923419,0.0,0.0,0.0
146,41415740.269726,41415740.269726,41415740.269726,0.0,0.0,0.0
147,41409279.437733,41409279.437733,41409279.437733,0.0,0.0,0.0
148,40987585.17978,40987585.17978,40987585.17978,0.0,0.0,0.0
149,40936844.542938,40936844.542938,40936844.542938,0.0,0.0,0.0
150,40797340.647534,40797340.647534,40797340.647534,0.0,0.0,0.0
151,41149076.520686,41149076.520686,41149076.520686,0.0,0.0,0.0
152,40612609.305037,40612609.305037,40612609.305037,0.0,0.0,0.0
153,41135702.562467,41135702.562467,41135702.562467,0.0,0.0,0.0
154,41182865.621807,41182865.621807,41182865.621807,0.0,0.0,0.0
155,41477192.29222,41477192.29222,41477192.29222,0.0,0.0,0.0
156,40968906.540086,40968906.540086,40968906.540086,0.0,0.0,0.0
157,41220511.739919,41220511.739919,41220511.739919,0.0,0.0,0.0
158,41270346.912456,41270346.912456,41270346.912456,0.0,0.0,0.0
159,41041318.545066,41041318.545066,41041318.545066,0.0,0.0,0.0
160,41088044.615485,41088044.615485,41088044.615485,0.0,0.0,0.0
161,41592875.082152,41592875.082152,41592875.082152,0.0,0.0,0.0
162,41427586.537122,41427586.537122,41427586.537122,0.0,0.0,0.0
163,41189773.111171,41189773.111171,41189773.111171,0.0,0.0,0.0
164,40543434.68004,40543434.68004,40543434.68004,0.0,0.0,0.0
165,41133432.925882,41133432.925882,41133432.925882,0.0,0.0,0.0
166,41096553.239276,41096553.239276,41096553.239276,0.0,0.0,0.0
167,41417992.39398,41417992.39398,41417992.39398,0.0,0.0,0.0
168,40901833.740982,40901833.740982,40901833.740982,0.0,0.0,0.0
169,40750633.545369,40750633.545369,40750633.545369,0.0,0.0,0.0
170,41202606.65006,41202606.65006,41202606.65006,0.0,0.0,0.0
171,40885899.064388,40885899.064388,40885899.064388,0.0,0.0,0.0
172,41132289.852078,41132289.852078,41132289.852078,0.0,0.0,0.0
173,41121083.493623,41121083.493623,41121083.493623,0.0,0.0,0.0
174,41251931.555748,41251931.555748,41251931.555748,0.0,0.0,0.0
175,41061325.878601,41061325.878601,41061325.878601,0.0,0.0,0.0
176,41475681.822855,41475681.822855,41475681.822855,0.0,0.0,0.0
177,40861980.644913,40861980.644913,40861980.644913,0.0,0.0,0.0
178,40945327.160659,40945327.160659,40945327.160659,0.0,0.0,0.0
179,40805744.722951,40805744.722951,40805744.722951,0.0,0.0,0.0
180,40984179.488375,40984179.488375,40984179.488375,0.0,0.0,0.0
181,40760875.218698,40760875.218698,40760875.218698,0.0,0.0,0.0
182,41086080.475241,41086080.475241,41086080.475241,0.0,0.0,0.0
183,41497287.990557,41497287.990557,41497287.990557,0.0,0.0,0.0
184,40696985.79686,40696985.79686,40696985.79686,0.0,0.0,0.0
185,40646205.119673,40646205.119673,40646205.119673,0.0,0.0,0.0
186,41037813.28578,41037813.28578,41037813.28578,0.0,0.0,0.0
187,41007621.104462,41007621.104462,41007621.104462,0.0,0.0,0.0
188,41078721.690045,41078721.690045,41078721.690045,0.0,0.0,0.0
189,41169899.416291,41169899.416291,41169899.416291,0.0,0.0,0.0
190,41280670.188802,41280670.188802,41280670.188802,0.0,0.0,0.0
191,41082925.825111,41082925.825111,41082925.825111,0.0,0.0,0.0
192,41016059.191034,41016059.191034,41016059.191034,0.0,0.0,0.0
193,40751930.717382,40751930.717382,40751930.717382,0.0,0.0,0.0
194,41516389.607405,41516389.607405,41516389.607405,0.0,0.0,0.0
195,40480608.678343,40480608.678343,40480608.678343,0.0,0.0,0.0
196,40832118.455605,40832118.455605,40832118.455605,0.0,0.0,0.0
197,40831327.97049,40831327.97049,40831327.97049,0.0,0.0,0.0
198,40660217.076202,40660217.076202,40660217.076202,0.0,0.0,0.0
199,41183597.96617,41183597.96617,41183597.96617,0.0,0.0,0.0
200,41181681.443016,41181681.443016,41181681.443016,0.0,0.0,0.0
201,41332744.592261,41332744.592261,41332744.592261,0.0,0.0,0.0
202,40853815.741606,40853815.741606,40853815.741606,0.0,0.0,0.0
203,41464898.288108,41464898.288108,41464898.288108,0.0,0.0,0.0
204,41281369.397436,41281369.397436,41281369.397436,0.0,0.0,0.0
205,41017602.264612,41017602.264612,41017602.264612,0.0,0.0,0.0
206,40680806.547074,40680806.547074,40680806.547074,0.0,0.0,0.0
207,40948576.135346,40948576.135346,40948576.135346,0.0,0.0,0.0
208,41274657.749542,41274657.749542,41274657.749542,0.0,0.0,0.0
209,40713389.191533,40713389.191533,40713389.191533,0.0,0.0,0.0
210,41258758.932226,41258758.932226,41258758.932226,0.0,0.0,0.0
211,40900767.900045,40900767.900045,40900767.900045,0.0,0.0,0.0
212,41221098.654909,41221098.654909,41221098.654909,0.0,0.0,0.0
213,40985035.861294,40985035.861294,40985035.861294,0.0,0.0,0.0
214,40764133.506172,40764133.506172,40764133.506172,0.0,0.0,0.0
215,41295358.542967,41295358.542967,41295358.542967,0.0,0.0,0.0
216,40907974.075345,40907974.075345,40907974.075345,0.0,0.0,0.0
217,40791748.839245,40791748.839245,40791748.839245,0.0,0.0,0.0
218,40935087.947222,40935087.947222,40935087.947222,0.0,0.0,0.0
219,41012191.249636,41012191.249636,41012191.249636,0.0,0.0,0.0
220,40943805.590035,40943805.590035,40943805.590035,0.0,0.0,0.0
221,41223799.376669,41223799.376669,41223799.376669,0.0,0.0,0.0
222,40895150.225499,40895150.225499,40895150.225499,0.0,0.0,0.0
223,40904918.42951,40904918.42951,40904918.42951,0.0,0.0,0.0
224,41314190.755577,41314190.755577,41314190.755577,0.0,0.0,0.0
225,41155420.502975,41155420.502975,41155420.502975,0.0,0.0,0.0
226,40471574.624266,40471574.624266,40471574.624266,0.0,0.0,0.0
227,40694875.545127,40694875.545127,40694875.545127,0.0,0.0,0.0
228,41125388.82883,41125388.82883,41125388.82883,0.0,0.0,0.0
229,40953568.885638,40953568.885638,40953568.885638,0.0,0.0,0.0
230,41170401.108932,41170401.108932,41170401.108932,0.0,0.0,0.0
231,41415507.586579,41415507.586579,41415507.586579,0.0,0.0,0.0
232,41162707.18497,41162707.18497,41162707.18497,0.0,0.0,0.0
233,40893925.416901,40893925.416901,40893925.416901,0.0,0.0,0.0
234,41148564.671847,41148564.671847,41148564.671847,0.0,0.0,0.0
235,41243965.311217,41243965.311217,41243965.311217,0.0,0.0,0.0
236,41319760.580073,41319760.580073,41319760.580073,0.0,0.0,0.0
237,41429113.795663,41429113.795663,41429113.795663,0.0,0.0,0.0
238,40923970.380277,40923970.380277,40923970.380277,0.0,0.0,0.0
239,41287984.683186,41287984.683186,41287984.683186,0.0,0.0,0.0
240,40900712.721338,40900712.721338,40900712.721338,0.0,0.0,0.0
241,41242527.117147,41242527.117147,41242527.117147,0.0,0.0,0.0
242,41286626.883115,41286626.883115,41286626.883115,0.0,0.0,0.0
243,40816840.595948,40816840.595948,40816840.595948,0.0,0.0,0.0
244,41332869.632637,41332869.632637,41332869.632637,0.0,0.0,0.0
245,41291864.905837,41291864.905837,41291864.905837,0.0,0.0,0.0
246,41059695.332446,41059695.332446,41059695.332446,0.0,0.0,0.0
247,41204845.298887,41204845.298887,41204845.298887,0.0,0.0,0.0
248,41143934.489867,41143934.489867,41143934.489867,0.0,0.0,0.0
249,41495895.461096,41495895.461096,41495895.461096,0.0,0.0,0.0
250,41310259.598966,41310259.598966,41310259.598966,0.0,0.0,0.0
251,41324447.594874,41324447.594874,41324447.594874,0.0,0.0,0.0
252,41307727.910694,41307727.910694,41307727.910694,0.0,0.0,0.0
253,41063178.648598,41063178.648598,41063178.648598,0.0,0.0,0.0
254,40984179.967169,40984179.967169,40984179.967169,0.0,0.0,0.0
255,40546832.93622,40546832.93622,40546832.93622,0.0,0.0,0.0
256,41196911.965988,41196911.965988,41196911.965988,0.0,0.0,0.0
257,40750380.850365,40750380.850365,40750380.850365,0.0,0.0,0.0
258,41130631.193204,41130631.193204,41130631.193204,0.0,0.0,0.0
259,41434520.235859,41434520.235859,41434520.235859,0.0,0.0,0.0
260,41049816.572606,41049816.572606,41049816.572606,0.0,0.0,0.0
261,40815105.27982,40815105.27982,40815105.27982,0.0,0.0,0.0
262,41409177.321187,41409177.321187,41409177.321187,0.0,0.0,0.0
263,41162468.470731,41162468.470731,41162468.470731,0.0,0.0,0.0
264,40838189.631087,40838189.631087,40838189.631087,0.0,0.0,0.0
265,41094217.90042,41094217.90042,41094217.90042,0.0,0.0,0.0
266,41112755.247168,41112755.247168,41112755.247168,0.0,0.0,0.0
267,40856912.112623,40856912.112623,40856912.112623,0.0,0.0,0.0
268,41362381.986987,41362381.986987,41362381.986987,0.0,0.0,0.0
269,41525261.694331,41525261.694331,41525261.694331,0.0,0.0,0.0
270,40895584.070135,40895584.070135,40895584.070135,0.0,0.0,0.0
271,40949692.366616,40949692.366616,40949692.366616,0.0,0.0,0.0
272,41046326.981873,41046326.981873,41046326.981873,0.0,0.0,0.0
273,41181722.131692,41181722.131692,41181722.131692,0.0,0.0,0.0
274,41242870.162455,41242870.162455,41242870.162455,0.0,0.0,0.0
275,41326171.94975,41326171.94975,41326171.94975,0.0,0.0,0.0
276,41297257.055172,41297257.055172,41297257.055172,0.0,0.0,0.0
277,41263739.149395,41263739.149395,41263739.149395,0.0,0.0,0.0
278,41128450.859308,41128450.859308,41128450.859308,0.0,0.0,0.0
279,41568469.430271,41568469.430271,41568469.430271,0.0,0.0,0.0
280,41195334.435826,41195334.435826,41195334.435826,0.0,0.0,0.0
281,41033478.440868,41033478.440868,41033478.440868,0.0,0.0,0.0
282,41034485.674571,41034485.674571,41034485.674571,0.0,0.0,0.0
283,41333145.164792,41333145.164792,41333145.164792,0.0,0.0,0.0
284,41454965.084896,41454965.084896,41454965.084896,0.0,0.0,0.0
285,41526482.204213,41526482.204213,41526482.204213,0.0,0.0,0.0
286,40765583.183178,40765583.183178,40765583.183178,0.0,0.0,0.0
287,40405388.028466,40405388.028466,40405388.028466,0.0,0.0,0.0
288,41143643.110281,41143643.110281,41143643.110281,0.0,0.0,0.0
289,41071847.561241,41071847.561241,41071847.561241,0.0,0.0,0.0
290,40752352.545472,40752352.545472,40752352.545472,0.0,0.0,0.0
291,40627995.194659,40627995.194659,40627995.194659,0.0,0.0,0.0
292,41200341.283107,41200341.283107,41200341.283107,0.0,0.0,0.0
293,41393742.424565,41393742.424565,41393742.424565,0.0,0.0,0.0
294,41235736.975099,41235736.975099,41235736.975099,0.0,0.0,0.0
295,40686793.436049,40686793.436049,40686793.436049,0.0,0.0,0.0
296,41549624.378877,41549624.378877,41549624.378877,0.0,0.0,0.0
297,40704211.266464,40704211.266464,40704211.266464,0.0,0.0,0.0
298,41231264.620351,41231264.620351,41231264.620351,0.0,0.0,0.0
299,40915468.948597,40915468.948597,40915468.948597,0.0,0.0,0.0
300,41081675.524426,41081675.524426,41081675.524426,0.0,0.0,0.0
301,40789467.78229,40789467.78229,40789467.78229,0.0,0.0,0.0
302,41442591.025777,41442591.025777,41442591.025777,0.0,0.0,0.0
303,40806974.979254,40806974.979254,40806974.979254,0.0,0.0,0.0
304,40853816.357188,40853816.357188,40853816.357188,0.0,0.0,0.0
305,41105265.138691,41105265.138691,41105265.138691,0.0,0.0,0.0
306,40753414.980839,40753414.980839,40753414.980839,0.0,0.0,0.0
307,41268464.840688,41268464.840688,41268464.840688,0.0,0.0,0.0
308,41119217.056903,41119217.056903,41119217.056903,0.0,0.0,0.0
309,41089002.706438,41089002.706438,41089002.706438,0.0,0.0,0.0
310,41223165.799053,41223165.799053,41223165.799053,0.0,0.0,0.0
311,40994561.929286,40994561.929286,40994561.929286,0.0,0.0,0.0
312,40793793.318478,40793793.318478,40793793.318478,0.0,0.0,0.0
313,41592706.085101,41592706.085101,41592706.085101,0.0,0.0,0.0
314,40706980.235319,40706980.235319,40706980.235319,0.0,0.0,0.0
315,41058829.425122,41058829.425122,41058829.425122,0.0,0.0,0.0
316,40871916.522858,40871916.522858,40871916.522858,0.0,0.0,0.0
317,40384332.960696,40384332.960696,40384332.960696,0.0,0.0,0.0
318,41587637.929617,41587637.929617,41587637.929617,0.0,0.0,0.0
319,40840858.381702,40840858.381702,40840858.381702,0.0,0.0,0.0
320,41173886.932149,41173886.932149,41173886.932149,0.0,0.0,0.0
321,41045830.609822,41045830.609822,41045830.609822,0.0,0.0,0.0
322,41233624.630025,41233624.630025,41233624.630025,0.0,0.0,0.0
323,40992873.773736,40992873.773736,40992873.773736,0.0,0.0,0.0
324,40965975.963949,40965975.963949,40965975.963949,0.0,0.0,0.0
325,41188397.329642,41188397.329642,41188397.329642,0.0,0.0,0.0
326,41395166.494301,41395166.494301,41395166.494301,0.0,0.0,0.0
327,40879159.403833,40879159.403833,40879159.403833,0.0,0.0,0.0
328,41067844.176124,41067844.176124,41067844.176124,0.0,0.0,0.0
329,41162445.188336,41162445.188336,41162445.188336,0.0,0.0,0.0
330,41129238.073643,41129238.073643,41129238.073643,0.0,0.0,0.0
331,40994240.673958,40994240.673958,40994240.673958,0.0,0.0,0.0
332,40856250.622477,40856250.622477,40856250.622477,0.0,0.0,0.0
333,40891995.983053,40891995.983053,40891995.983053,0.0,0.0,0.0
334,40855844.45069,40855844.45069,40855844.45069,0.0,0.0,0.0
335,41386510.021642,41386510.021642,41386510.021642,0.0,0.0,0.0
336,41126727.400379,41126727.400379,41126727.400379,0.0,0.0,0.0
337,41155179.016875,41155179.016875,41155179.016875,0.0,0.0,0.0
338,41224488.403049,41224488.403049,41224488.403049,0.0,0.0,0.0
339,40982966.416938,40982966.416938,40982966.416938,0.0,0.0,0.0
340,41251223.405143,41251223.405143,41251223.405143,0.0,0.0,0.0
341,40957953.962516,40957953.962516,40957953.962516,0.0,0.0,0.0
342,40774165.182754,40774165.182754,40774165.182754,0.0,0.0,0.0
343,41260701.50253,41260701.50253,41260701.50253,0.0,0.0,0.0
344,41274760.50395,41274760.50395,41274760.50395,0.0,0.0,0.0
345,41009559.508195,41009559.508195,41009559.508195,0.0,0.0,0.0
346,40839962.356573,40839962.356573,40839962.356573,0.0,0.0,0.0
347,40896376.236938,40896376.236938,40896376.236938,0.0,0.0,0.0
348,41339643.245566,41339643.245566,41339643.245566,0.0,0.0,0.0
349,41113871.791983,41113871.791983,41113871.791983,0.0,0.0,0.0
350,41323871.422456,41323871.422456,41323871.422456,0.0,0.0,0.0
351,40801233.810836,40801233.810836,40801233.810836,0.0,0.0,0.0
352,40977922.600516,40977922.600516,40977922.600516,0.0,0.0,0.0
353,41428466.050664,41428466.050664,41428466.050664,0.0,0.0,0.0
354,41087168.747658,41087168.747658,41087168.747658,0.0,0.0,0.0
355,40984517.300542,40984517.300542,40984517.300542,0.0,0.0,0.0
356,41445261.904526,41445261.904526,41445261.904526,0.0,0.0,0.0
357,41044809.320474,41044809.320474,41044809.320474,0.0,0.0,0.0
358,41110959.367156,41110959.367156,41110959.367156,0.0,0.0,0.0
359,40657708.730595,40657708.730595,40657708.730595,0.0,0.0,0.0
360,41164254.793414,41164254.793414,41164254.793414,0.0,0.0,0.0
361,40955185.675534,40955185.675534,40955185.675534,0.0,0.0,0.0
362,40683916.440154,40683916.440154,40683916.440154,0.0,0.0,0.0
363,41071147.109081,41071147.109081,41071147.109081,0.0,0.0,0.0
364,40579349.458012,40579349.458012,40579349.458012,0.0,0.0,0.0
365,40703802.598529,40703802.598529,40703802.598529,0.0,0.0,0.0
366,41260163.68195,41260163.68195,41260163.68195,0.0,0.0,0.0
367,41337225.877723,41337225.877723,41337225.877723,0.0,0.0,0.0
368,41173247.515826,41173247.515826,41173247.515826,0.0,0.0,0.0
369,41144532.266192,41144532.266192,41144532.266192,0.0,0.0,0.0
370,41010122.975607,41010122.975607,41010122.975607,0.0,0.0,0.0
371,41304508.599207,41304508.599207,41304508.599207,0.0,0.0,0.0
372,41477406.697557,41477406.697557,41477406.697557,0.0,0.0,0.0
373,40948103.815194,40948103.815194,40948103.815194,0.0,0.0,0.0
374,41025880.448379,41025880.448379,41025880.448379,0.0,0.0,0.0
375,40830609.441669,40830609.441669,40830609.441669,0.0,0.0,0.0
376,41181215.486198,41181215.486198,41181215.486198,0.0,0.0,0.0
377,40976018.712369,40976018.712369,40976018.712369,0.0,0.0,0.0
378,40995797.142527,40995797.142527,40995797.142527,0.0,0.0,0.0
379,41136770.484034,41136770.484034,41136770.484034,0.0,0.0,0.0
380,40897909.927516,40897909.927516,40897909.927516,0.0,0.0,0.0
381,41200060.034204,41200060.034204,41200060.034204,0.0,0.0,0.0
382,41080697.368325,41080697.368325,41080697.368325,0.0,0.0,0.0
383,40795366.738548,40795366.738548,40795366.738548,0.0,0.0,0.0
384,40990455.501812,40990455.501812,40990455.501812,0.0,0.0,0.0
385,41054263.108458,41054263.108458,41054263.108458,0.0,0.0,0.0
386,41239098.392833,41239098.392833,41239098.392833,0.0,0.0,0.0
387,41220327.667967,41220327.667967,41220327.667967,0.0,0.0,0.0
388,41485471.079957,41485471.079957,41485471.079957,0.0,0.0,0.0
389,41060655.533986,41060655.533986,41060655.533986,0.0,0.0,0.0
390,41261635.160073,41261635.160073,41261635.160073,0.0,0.0,0.0
391,41223112.004689,41223112.004689,41223112.004689,0.0,0.0,0.0
392,40782641.049099,40782641.049099,40782641.049099,0.0,0.0,0.0
393,41005956.215376,41005956.215376,41005956.215376,0.0,0.0,0.0
394,41001202.51993,41001202.51993,41001202.51993,0.0,0.0,0.0
395,41300446.813395,41300446.813395,41300446.813395,0.0,0.0,0.0
