candidate,year,season,plot_id,land_type,crop_id,crop_name,area_mu
lambda_050,2025,first,E14,普通大棚,18,刀豆,0.3
lambda_050,2025,first,E14,普通大棚,19,芸豆,0.3
lambda_050,2025,second,E14,普通大棚,41,羊肚菌,0.6
lambda_050,2025,first,E15,普通大棚,18,刀豆,0.6
lambda_050,2025,second,E15,普通大棚,38,榆黄菇,0.6
lambda_050,2025,first,E16,普通大棚,17,豇豆,0.3
lambda_050,2025,first,E16,普通大棚,19,芸豆,0.3
lambda_050,2025,second,E16,普通大棚,41,羊肚菌,0.6
lambda_050,2025,first,E2,普通大棚,17,豇豆,0.6
lambda_050,2025,second,E2,普通大棚,40,白灵菇,0.6
lambda_050,2025,first,E3,普通大棚,17,豇豆,0.3
lambda_050,2025,first,E3,普通大棚,18,刀豆,0.3
lambda_050,2025,second,E3,普通大棚,38,榆黄菇,0.3
lambda_050,2025,second,E3,普通大棚,39,香菇,0.3
lambda_050,2025,first,E4,普通大棚,17,豇豆,0.3
lambda_050,2025,first,E4,普通大棚,26,包菜,0.3
lambda_050,2025,second,E4,普通大棚,39,香菇,0.3
lambda_050,2025,second,E4,普通大棚,40,白灵菇,0.3
lambda_050,2025,first,E5,普通大棚,17,豇豆,0.6
lambda_050,2025,second,E5,普通大棚,38,榆黄菇,0.6
lambda_050,2025,first,E6,普通大棚,26,包菜,0.3
lambda_050,2025,first,E6,普通大棚,27,油麦菜,0.3
lambda_050,2025,second,E6,普通大棚,39,香菇,0.6
lambda_050,2025,first,E7,普通大棚,24,青椒,0.6
lambda_050,2025,second,E7,普通大棚,41,羊肚菌,0.6
lambda_050,2025,first,E8,普通大棚,21,西红柿,0.6
lambda_050,2025,second,E8,普通大棚,38,榆黄菇,0.3
lambda_050,2025,second,E8,普通大棚,40,白灵菇,0.3
lambda_050,2025,first,E9,普通大棚,22,茄子,0.6
lambda_050,2025,second,E9,普通大棚,41,羊肚菌,0.6
lambda_050,2025,first,F1,智慧大棚,17,豇豆,0.3
lambda_050,2025,first,F1,智慧大棚,30,生菜,0.3
lambda_050,2025,second,F1,智慧大棚,28,小青菜,0.3
lambda_050,2025,second,F1,智慧大棚,34,芹菜,0.3
lambda_050,2025,first,F2,智慧大棚,19,芸豆,0.6
lambda_050,2025,second,F2,智慧大棚,23,菠菜,0.3
lambda_050,2025,second,F2,智慧大棚,24,青椒,0.3
lambda_050,2025,first,F3,智慧大棚,31,辣椒,0.6
lambda_050,2025,second,F3,智慧大棚,29,黄瓜,0.3
lambda_050,2025,second,F3,智慧大棚,30,生菜,0.3
lambda_050,2025,first,F4,智慧大棚,26,包菜,0.3
lambda_050,2025,first,F4,智慧大棚,27,油麦菜,0.3
lambda_050,2025,second,F4,智慧大棚,21,西红柿,0.3
lambda_050,2025,second,F4,智慧大棚,22,茄子,0.3
lambda_050,2026,single,A1,平旱地,7,玉米,80.0
lambda_050,2026,single,A2,平旱地,6,小麦,26.936364
lambda_050,2026,single,A2,平旱地,12,南瓜,11.7
lambda_050,2026,single,A2,平旱地,13,红薯,16.363636
lambda_050,2026,single,A3,平旱地,6,小麦,35.0
lambda_050,2026,single,A4,平旱地,1,黄豆,67.0
lambda_050,2026,single,A5,平旱地,1,黄豆,21.3
lambda_050,2026,single,A5,平旱地,4,绿豆,46.7
lambda_050,2026,single,A6,平旱地,6,小麦,5.0
lambda_050,2026,single,A6,平旱地,7,玉米,50.0
lambda_050,2026,single,B1,梯田,8,谷子,60.0
lambda_050,2026,single,B10,梯田,6,小麦,20.0
lambda_050,2026,single,B10,梯田,8,谷子,5.0
lambda_050,2026,single,B11,梯田,1,黄豆,11.052632
lambda_050,2026,single,B11,梯田,2,黑豆,18.0
lambda_050,2026,single,B11,梯田,3,红豆,30.947368
lambda_050,2026,single,B12,梯田,8,谷子,45.0
lambda_050,2026,single,B13,梯田,8,谷子,35.0
lambda_050,2026,single,B14,梯田,14,莜麦,20.0
lambda_050,2026,single,B2,梯田,1,黄豆,46.0
lambda_050,2026,single,B3,梯田,3,红豆,40.0
lambda_050,2026,single,B4,梯田,2,黑豆,28.0
lambda_050,2026,single,B5,梯田,5,爬豆,25.0
lambda_050,2026,single,B6,梯田,6,小麦,86.0
lambda_050,2026,single,B7,梯田,8,谷子,42.894737
lambda_050,2026,single,B7,梯田,14,莜麦,12.105263
lambda_050,2026,single,B8,梯田,6,小麦,44.0
lambda_050,2026,single,B9,梯田,9,高粱,50.0
lambda_050,2026,single,C1,山坡地,10,黍子,15.0
lambda_050,2026,single,C2,山坡地,10,黍子,11.315789
lambda_050,2026,single,C3,山坡地,4,绿豆,15.0
lambda_050,2026,single,C4,山坡地,4,绿豆,18.0
lambda_050,2026,single,C5,山坡地,11,荞麦,15.0
lambda_050,2026,single,C5,山坡地,15,大麦,12.0
lambda_050,2026,single,C6,山坡地,4,绿豆,20.0
lambda_050,2026,first,D1,水浇地,21,西红柿,5.0
lambda_050,2026,first,D1,水浇地,22,茄子,6.0
lambda_050,2026,second,D1,水浇地,36,白萝卜,15.0
lambda_050,2026,single,D2,水浇地,16,水稻,10.0
lambda_050,2026,first,D3,水浇地,20,土豆,9.0
lambda_050,2026,first,D3,水浇地,28,小青菜,5.0
lambda_050,2026,second,D3,水浇地,37,红萝卜,12.0
lambda_050,2026,single,D4,水浇地,16,水稻,6.0
lambda_050,2026,first,D5,水浇地,17,豇豆,10.0
lambda_050,2026,second,D5,水浇地,36,白萝卜,10.0
lambda_050,2026,first,D6,水浇地,18,刀豆,12.0
lambda_050,2026,second,D6,水浇地,35,大白菜,12.0
lambda_050,2026,single,D7,水浇地,16,水稻,22.0
lambda_050,2026,first,D8,水浇地,20,土豆,6.0
lambda_050,2026,first,D8,水浇地,21,西红柿,8.25
lambda_050,2026,first,D8,水浇地,28,小青菜,5.75
lambda_050,2026,second,D8,水浇地,35,大白菜,18.0
lambda_050,2026,first,E1,普通大棚,18,刀豆,0.3
lambda_050,2026,first,E1,普通大棚,19,芸豆,0.3
lambda_050,2026,second,E1,普通大棚,38,榆黄菇,0.6
lambda_050,2026,first,E10,普通大棚,17,豇豆,0.6
lambda_050,2026,second,E10,普通大棚,41,羊肚菌,0.6
lambda_050,2026,first,E11,普通大棚,19,芸豆,0.6
lambda_050,2026,second,E11,普通大棚,40,白灵菇,0.6
lambda_050,2026,first,E12,普通大棚,24,青椒,0.3
lambda_050,2026,first,E12,普通大棚,27,油麦菜,0.3
lambda_050,2026,second,E12,普通大棚,38,榆黄菇,0.6
lambda_050,2026,first,E13,普通大棚,22,茄子,0.3
lambda_050,2026,first,E13,普通大棚,27,油麦菜,0.3
lambda_050,2026,second,E13,普通大棚,39,香菇,0.6
lambda_050,2026,first,E14,普通大棚,21,西红柿,0.6
lambda_050,2026,second,E14,普通大棚,40,白灵菇,0.6
lambda_050,2026,first,E15,普通大棚,25,菜花,0.6
lambda_050,2026,second,E15,普通大棚,41,羊肚菌,0.6
lambda_050,2026,first,E16,普通大棚,26,包菜,0.6
lambda_050,2026,second,E16,普通大棚,40,白灵菇,0.6
lambda_050,2026,first,E2,普通大棚,24,青椒,0.3
lambda_050,2026,first,E2,普通大棚,32,空心菜,0.3
lambda_050,2026,second,E2,普通大棚,41,羊肚菌,0.6
lambda_050,2026,first,E3,普通大棚,27,油麦菜,0.3
lambda_050,2026,first,E3,普通大棚,31,辣椒,0.3
lambda_050,2026,second,E3,普通大棚,41,羊肚菌,0.6
lambda_050,2026,first,E4,普通大棚,22,茄子,0.3
lambda_050,2026,first,E4,普通大棚,29,黄瓜,0.3
lambda_050,2026,second,E4,普通大棚,41,羊肚菌,0.6
lambda_050,2026,first,E5,普通大棚,25,菜花,0.3
lambda_050,2026,first,E5,普通大棚,33,黄心菜,0.3
lambda_050,2026,second,E5,普通大棚,39,香菇,0.6
lambda_050,2026,first,E6,普通大棚,29,黄瓜,0.3
lambda_050,2026,first,E6,普通大棚,30,生菜,0.3
lambda_050,2026,second,E6,普通大棚,41,羊肚菌,0.6
lambda_050,2026,first,E7,普通大棚,17,豇豆,0.3
lambda_050,2026,first,E7,普通大棚,18,刀豆,0.3
lambda_050,2026,second,E7,普通大棚,38,榆黄菇,0.6
lambda_050,2026,first,E8,普通大棚,17,豇豆,0.3
lambda_050,2026,first,E8,普通大棚,19,芸豆,0.3
lambda_050,2026,second,E8,普通大棚,41,羊肚菌,0.6
lambda_050,2026,first,E9,普通大棚,18,刀豆,0.6
lambda_050,2026,second,E9,普通大棚,39,香菇,0.6
lambda_050,2026,first,F1,智慧大棚,26,包菜,0.3
lambda_050,2026,first,F1,智慧大棚,31,辣椒,0.3
lambda_050,2026,second,F1,智慧大棚,21,西红柿,0.3
lambda_050,2026,second,F1,智慧大棚,30,生菜,0.3
lambda_050,2026,first,F2,智慧大棚,21,西红柿,0.6
lambda_050,2026,second,F2,智慧大棚,22,茄子,0.3
lambda_050,2026,second,F2,智慧大棚,34,芹菜,0.3
lambda_050,2026,first,F3,智慧大棚,17,豇豆,0.6
lambda_050,2026,second,F3,智慧大棚,23,菠菜,0.3
lambda_050,2026,second,F3,智慧大棚,24,青椒,0.3
lambda_050,2026,first,F4,智慧大棚,19,芸豆,0.6
lambda_050,2026,second,F4,智慧大棚,28,小青菜,0.3
lambda_050,2026,second,F4,智慧大棚,29,黄瓜,0.3
lambda_050,2027,single,A1,平旱地,6,小麦,51.936364
lambda_050,2027,single,A1,平旱地,12,南瓜,11.7
lambda_050,2027,single,A1,平旱地,13,红薯,16.363636
lambda_050,2027,single,A2,平旱地,7,玉米,55.0
lambda_050,2027,single,A3,平旱地,4,绿豆,9.45
lambda_050,2027,single,A3,平旱地,7,玉米,25.55
lambda_050,2027,single,A4,平旱地,6,小麦,72.0
lambda_050,2027,single,A5,平旱地,6,小麦,68.0
lambda_050,2027,single,A6,平旱地,4,绿豆,35.45
lambda_050,2027,single,B1,梯田,5,爬豆,35.0
lambda_050,2027,single,B1,梯田,7,玉米,25.0
lambda_050,2027,single,B10,梯田,2,黑豆,20.0
lambda_050,2027,single,B10,梯田,3,红豆,5.0
lambda_050,2027,single,B11,梯田,8,谷子,60.0
lambda_050,2027,single,B12,梯田,1,黄豆,45.0
lambda_050,2027,single,B13,梯田,2,黑豆,12.248804
lambda_050,2027,single,B13,梯田,6,小麦,22.751196
lambda_050,2027,single,B14,梯田,3,红豆,15.0
lambda_050,2027,single,B14,梯田,5,爬豆,5.0
lambda_050,2027,single,B2,梯田,9,高粱,25.0
lambda_050,2027,single,B2,梯田,14,莜麦,21.0
lambda_050,2027,single,B3,梯田,8,谷子,40.0
lambda_050,2027,single,B4,梯田,8,谷子,28.0
lambda_050,2027,single,B5,梯田,8,谷子,11.842105
lambda_050,2027,single,B5,梯田,14,莜麦,13.157895
lambda_050,2027,single,B6,梯田,1,黄豆,54.848804
lambda_050,2027,single,B6,梯田,2,黑豆,13.751196
lambda_050,2027,single,B6,梯田,10,黍子,17.4
lambda_050,2027,single,B7,梯田,1,黄豆,30.0
lambda_050,2027,single,B7,梯田,9,高粱,25.0
lambda_050,2027,single,B8,梯田,3,红豆,38.947368
lambda_050,2027,single,B8,梯田,8,谷子,5.052632
lambda_050,2027,single,B9,梯田,1,黄豆,7.0
lambda_050,2027,single,B9,梯田,8,谷子,43.0
lambda_050,2027,single,C1,山坡地,4,绿豆,15.0
lambda_050,2027,single,C2,山坡地,4,绿豆,13.0
lambda_050,2027,single,C3,山坡地,11,荞麦,10.0
lambda_050,2027,single,C3,山坡地,15,大麦,5.0
lambda_050,2027,single,C4,山坡地,10,黍子,8.0
lambda_050,2027,single,C4,山坡地,11,荞麦,5.0
lambda_050,2027,single,C4,山坡地,15,大麦,5.0
lambda_050,2027,single,C5,山坡地,4,绿豆,27.0
lambda_050,2027,single,C6,山坡地,15,大麦,11.052632
lambda_050,2027,first,D1,水浇地,28,小青菜,10.75
lambda_050,2027,second,D1,水浇地,35,大白菜,11.0
lambda_050,2027,first,D2,水浇地,20,土豆,5.0
lambda_050,2027,first,D2,水浇地,22,茄子,5.0
lambda_050,2027,second,D2,水浇地,36,白萝卜,5.0
lambda_050,2027,first,D3,水浇地,21,西红柿,10.625
lambda_050,2027,second,D3,水浇地,35,大白菜,14.0
lambda_050,2027,first,D4,水浇地,17,豇豆,6.0
lambda_050,2027,second,D4,水浇地,35,大白菜,5.0
lambda_050,2027,single,D5,水浇地,16,水稻,10.0
lambda_050,2027,first,D6,水浇地,20,土豆,10.0
lambda_050,2027,second,D6,水浇地,37,红萝卜,12.0
lambda_050,2027,first,D7,水浇地,17,豇豆,6.16
lambda_050,2027,first,D7,水浇地,18,刀豆,15.84
lambda_050,2027,second,D7,水浇地,36,白萝卜,20.0
lambda_050,2027,single,D8,水浇地,16,水稻,20.0
lambda_050,2027,first,E1,普通大棚,21,西红柿,0.6
lambda_050,2027,second,E1,普通大棚,41,羊肚菌,0.6
lambda_050,2027,first,E10,普通大棚,25,菜花,0.3
lambda_050,2027,first,E10,普通大棚,27,油麦菜,0.3
lambda_050,2027,second,E10,普通大棚,40,白灵菇,0.6
lambda_050,2027,first,E11,普通大棚,21,西红柿,0.6
lambda_050,2027,second,E11,普通大棚,41,羊肚菌,0.6
lambda_050,2027,first,E12,普通大棚,19,芸豆,0.6
lambda_050,2027,second,E12,普通大棚,40,白灵菇,0.6
lambda_050,2027,first,E13,普通大棚,21,西红柿,0.6
lambda_050,2027,second,E13,普通大棚,41,羊肚菌,0.6
lambda_050,2027,first,E14,普通大棚,25,菜花,0.6
lambda_050,2027,second,E14,普通大棚,41,羊肚菌,0.6
lambda_050,2027,first,E15,普通大棚,22,茄子,0.3
lambda_050,2027,first,E15,普通大棚,33,黄心菜,0.3
lambda_050,2027,second,E15,普通大棚,38,榆黄菇,0.6
lambda_050,2027,first,E16,普通大棚,21,西红柿,0.3
lambda_050,2027,first,E16,普通大棚,22,茄子,0.3
lambda_050,2027,second,E16,普通大棚,39,香菇,0.6
lambda_050,2027,first,E2,普通大棚,31,辣椒,0.6
lambda_050,2027,second,E2,普通大棚,39,香菇,0.6
lambda_050,2027,first,E3,普通大棚,30,生菜,0.3
lambda_050,2027,first,E3,普通大棚,32,空心菜,0.3
lambda_050,2027,second,E3,普通大棚,38,榆黄菇,0.6
lambda_050,2027,first,E4,普通大棚,19,芸豆,0.3
lambda_050,2027,first,E4,普通大棚,27,油麦菜,0.3
lambda_050,2027,second,E4,普通大棚,39,香菇,0.6
lambda_050,2027,first,E5,普通大棚,26,包菜,0.6
lambda_050,2027,second,E5,普通大棚,41,羊肚菌,0.6
lambda_050,2027,first,E6,普通大棚,19,芸豆,0.6
lambda_050,2027,second,E6,普通大棚,38,榆黄菇,0.6
lambda_050,2027,first,E7,普通大棚,22,茄子,0.3
lambda_050,2027,first,E7,普通大棚,24,青椒,0.3
lambda_050,2027,second,E7,普通大棚,41,羊肚菌,0.6
lambda_050,2027,first,E8,普通大棚,26,包菜,0.3
lambda_050,2027,first,E8,普通大棚,29,黄瓜,0.3
lambda_050,2027,second,E8,普通大棚,40,白灵菇,0.6
lambda_050,2027,first,E9,普通大棚,21,西红柿,0.6
lambda_050,2027,second,E9,普通大棚,41,羊肚菌,0.6
lambda_050,2027,first,F1,智慧大棚,19,芸豆,0.3
lambda_050,2027,first,F1,智慧大棚,24,青椒,0.3
lambda_050,2027,second,F1,智慧大棚,28,小青菜,0.3
lambda_050,2027,second,F1,智慧大棚,29,黄瓜,0.3
lambda_050,2027,first,F2,智慧大棚,27,油麦菜,0.3
lambda_050,2027,first,F2,智慧大棚,29,黄瓜,0.3
lambda_050,2027,second,F2,智慧大棚,23,菠菜,0.3
lambda_050,2027,second,F2,智慧大棚,24,青椒,0.3
lambda_050,2027,first,F3,智慧大棚,22,茄子,0.5
lambda_050,2027,second,F3,智慧大棚,21,西红柿,0.3
lambda_050,2027,second,F3,智慧大棚,30,生菜,0.3
lambda_050,2027,first,F4,智慧大棚,21,西红柿,0.6
lambda_050,2027,second,F4,智慧大棚,22,茄子,0.3
lambda_050,2027,second,F4,智慧大棚,34,芹菜,0.3
lambda_050,2028,single,A1,平旱地,2,黑豆,18.15
lambda_050,2028,single,A1,平旱地,4,绿豆,61.85
lambda_050,2028,single,A2,平旱地,1,黄豆,55.0
lambda_050,2028,single,A3,平旱地,2,黑豆,25.55
lambda_050,2028,single,A4,平旱地,4,绿豆,9.55
lambda_050,2028,single,A4,平旱地,7,玉米,50.75
lambda_050,2028,single,A4,平旱地,12,南瓜,11.7
lambda_050,2028,single,A5,平旱地,7,玉米,51.636364
lambda_050,2028,single,A5,平旱地,13,红薯,16.363636
lambda_050,2028,single,A6,平旱地,1,黄豆,26.440568
lambda_050,2028,single,A6,平旱地,7,玉米,28.559432
lambda_050,2028,single,B1,梯田,1,黄豆,25.0
lambda_050,2028,single,B1,梯田,8,谷子,35.0
lambda_050,2028,single,B10,梯田,6,小麦,25.0
lambda_050,2028,single,B11,梯田,6,小麦,55.0
lambda_050,2028,single,B11,梯田,9,高粱,5.0
lambda_050,2028,single,B12,梯田,8,谷子,45.0
lambda_050,2028,single,B13,梯田,1,黄豆,30.0
lambda_050,2028,single,B13,梯田,9,高粱,5.0
