scenario,year,season,plot_id,land_type,crop_id,crop_name,area_mu
baseline_waste,2024,first,D6,水浇地,26,包菜,1.094595
baseline_waste,2024,second,D6,水浇地,35,大白菜,10.0
baseline_waste,2024,first,D7,水浇地,18,刀豆,21.046357
baseline_waste,2024,first,D7,水浇地,19,芸豆,0.953643
baseline_waste,2024,second,D7,水浇地,36,白萝卜,22.0
baseline_waste,2024,first,D8,水浇地,17,豇豆,5.625
baseline_waste,2024,first,D8,水浇地,25,菜花,1.090909
baseline_waste,2024,first,D8,水浇地,28,小青菜,7.094367
baseline_waste,2024,second,D8,水浇地,35,大白菜,20.0
baseline_waste,2024,first,E1,普通大棚,29,黄瓜,0.6
baseline_waste,2024,second,E1,普通大棚,41,羊肚菌,0.6
baseline_waste,2024,first,E10,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E10,普通大棚,40,白灵菇,0.6
baseline_waste,2024,first,E11,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E11,普通大棚,39,香菇,0.6
baseline_waste,2024,first,E12,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E12,普通大棚,39,香菇,0.6
baseline_waste,2024,first,E13,普通大棚,22,茄子,0.6
baseline_waste,2024,second,E13,普通大棚,40,白灵菇,0.6
baseline_waste,2024,first,E14,普通大棚,22,茄子,0.6
baseline_waste,2024,second,E14,普通大棚,38,榆黄菇,0.6
baseline_waste,2024,first,E15,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E15,普通大棚,39,香菇,0.6
baseline_waste,2024,first,E16,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E16,普通大棚,40,白灵菇,0.6
baseline_waste,2024,first,E2,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E2,普通大棚,41,羊肚菌,0.6
baseline_waste,2024,first,E3,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E3,普通大棚,41,羊肚菌,0.6
baseline_waste,2024,first,E4,普通大棚,22,茄子,0.6
baseline_waste,2024,second,E4,普通大棚,38,榆黄菇,0.6
baseline_waste,2024,first,E5,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E5,普通大棚,41,羊肚菌,0.6
baseline_waste,2024,first,E6,普通大棚,22,茄子,0.6
baseline_waste,2024,second,E6,普通大棚,41,羊肚菌,0.6
baseline_waste,2024,first,E7,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E7,普通大棚,41,羊肚菌,0.6
baseline_waste,2024,first,E8,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E8,普通大棚,41,羊肚菌,0.6
baseline_waste,2024,first,E9,普通大棚,21,西红柿,0.6
baseline_waste,2024,second,E9,普通大棚,38,榆黄菇,0.6
baseline_waste,2024,first,F1,智慧大棚,18,刀豆,0.3
baseline_waste,2024,first,F1,智慧大棚,21,西红柿,0.3
baseline_waste,2024,second,F1,智慧大棚,23,菠菜,0.3
baseline_waste,2024,second,F1,智慧大棚,30,生菜,0.3
baseline_waste,2024,first,F2,智慧大棚,22,茄子,0.6
baseline_waste,2024,second,F2,智慧大棚,21,西红柿,0.3
baseline_waste,2024,second,F2,智慧大棚,24,青椒,0.3
baseline_waste,2024,first,F3,智慧大棚,21,西红柿,0.6
baseline_waste,2024,second,F3,智慧大棚,29,黄瓜,0.3
baseline_waste,2024,second,F3,智慧大棚,34,芹菜,0.3
baseline_waste,2024,first,F4,智慧大棚,21,西红柿,0.6
baseline_waste,2024,second,F4,智慧大棚,22,茄子,0.3
baseline_waste,2024,second,F4,智慧大棚,28,小青菜,0.3
baseline_waste,2025,single,A1,平旱地,1,黄豆,52.805979
baseline_waste,2025,single,A1,平旱地,4,绿豆,27.194021
baseline_waste,2025,single,A2,平旱地,4,绿豆,55.0
baseline_waste,2025,single,A3,平旱地,1,黄豆,17.936364
baseline_waste,2025,single,A3,平旱地,2,黑豆,0.7
baseline_waste,2025,single,A3,平旱地,13,红薯,16.363636
baseline_waste,2025,single,A4,平旱地,7,玉米,72.0
baseline_waste,2025,single,A5,平旱地,7,玉米,56.3
baseline_waste,2025,single,A5,平旱地,12,南瓜,11.7
baseline_waste,2025,single,A6,平旱地,1,黄豆,38.636364
baseline_waste,2025,single,A6,平旱地,7,玉米,4.45
baseline_waste,2025,single,A6,平旱地,8,谷子,11.913636
baseline_waste,2025,single,B1,梯田,2,黑豆,11.052632
baseline_waste,2025,single,B1,梯田,3,红豆,13.947368
baseline_waste,2025,single,B1,梯田,8,谷子,35.0
baseline_waste,2025,single,B10,梯田,8,谷子,25.0
baseline_waste,2025,single,B11,梯田,6,小麦,60.0
baseline_waste,2025,single,B12,梯田,3,红豆,45.0
baseline_waste,2025,single,B13,梯田,2,黑豆,34.210526
baseline_waste,2025,single,B13,梯田,14,莜麦,0.789474
baseline_waste,2025,single,B14,梯田,1,黄豆,9.933771
baseline_waste,2025,single,B14,梯田,6,小麦,8.449004
baseline_waste,2025,single,B14,梯田,8,谷子,1.617225
baseline_waste,2025,single,B2,梯田,6,小麦,32.052632
baseline_waste,2025,single,B2,梯田,9,高粱,13.947368
baseline_waste,2025,single,B3,梯田,8,谷子,5.789474
baseline_waste,2025,single,B3,梯田,14,莜麦,34.210526
baseline_waste,2025,single,B4,梯田,8,谷子,28.0
baseline_waste,2025,single,B5,梯田,6,小麦,25.0
baseline_waste,2025,single,B6,梯田,5,爬豆,25.0
baseline_waste,2025,single,B6,梯田,8,谷子,61.0
baseline_waste,2025,single,B7,梯田,6,小麦,55.0
baseline_waste,2025,single,B8,梯田,6,小麦,44.0
baseline_waste,2025,single,B9,梯田,1,黄豆,13.947368
baseline_waste,2025,single,B9,梯田,9,高粱,36.052632
baseline_waste,2025,single,C1,山坡地,15,大麦,14.828017
baseline_waste,2025,single,C2,山坡地,4,绿豆,13.0
baseline_waste,2025,single,C3,山坡地,1,黄豆,11.593567
baseline_waste,2025,single,C3,山坡地,10,黍子,3.406433
baseline_waste,2025,single,C4,山坡地,4,绿豆,0.562199
baseline_waste,2025,single,C4,山坡地,10,黍子,17.437801
baseline_waste,2025,single,C5,山坡地,6,小麦,0.303829
baseline_waste,2025,single,C5,山坡地,10,黍子,5.471556
baseline_waste,2025,single,C5,山坡地,11,荞麦,15.0
baseline_waste,2025,single,C5,山坡地,15,大麦,6.224615
baseline_waste,2025,single,C6,山坡地,8,谷子,20.0
baseline_waste,2025,first,D1,水浇地,18,刀豆,7.258643
baseline_waste,2025,first,D1,水浇地,20,土豆,6.280909
baseline_waste,2025,first,D1,水浇地,26,包菜,1.094595
baseline_waste,2025,first,D1,水浇地,30,生菜,0.365854
baseline_waste,2025,second,D1,水浇地,36,白萝卜,15.0
baseline_waste,2025,first,D2,水浇地,18,刀豆,10.0
baseline_waste,2025,second,D2,水浇地,35,大白菜,6.0
baseline_waste,2025,first,D3,水浇地,17,豇豆,10.36
baseline_waste,2025,first,D3,水浇地,19,芸豆,1.44
baseline_waste,2025,first,D3,水浇地,28,小青菜,2.2
baseline_waste,2025,second,D3,水浇地,35,大白菜,14.0
baseline_waste,2025,first,D4,水浇地,18,刀豆,6.0
baseline_waste,2025,first,D5,水浇地,21,西红柿,0.359091
baseline_waste,2025,first,D5,水浇地,25,菜花,1.090909
baseline_waste,2025,first,D5,水浇地,28,小青菜,8.55
baseline_waste,2025,second,D5,水浇地,35,大白菜,10.0
baseline_waste,2025,single,D6,水浇地,16,水稻,12.0
baseline_waste,2025,first,D7,水浇地,20,土豆,7.999091
baseline_waste,2025,first,D7,水浇地,21,西红柿,13.640909
baseline_waste,2025,first,D7,水浇地,32,空心菜,0.36
baseline_waste,2025,second,D7,水浇地,37,红萝卜,12.0
baseline_waste,2025,first,D8,水浇地,18,刀豆,14.375
baseline_waste,2025,first,D8,水浇地,22,茄子,4.875
baseline_waste,2025,first,D8,水浇地,24,青椒,0.75
baseline_waste,2025,second,D8,水浇地,36,白萝卜,10.0
baseline_waste,2025,first,E1,普通大棚,21,西红柿,0.6
baseline_waste,2025,second,E1,普通大棚,38,榆黄菇,0.6
baseline_waste,2025,first,E10,普通大棚,31,辣椒,0.6
baseline_waste,2025,second,E10,普通大棚,41,羊肚菌,0.6
baseline_waste,2025,first,E11,普通大棚,22,茄子,0.3
baseline_waste,2025,first,E11,普通大棚,27,油麦菜,0.3
baseline_waste,2025,second,E11,普通大棚,41,羊肚菌,0.6
baseline_waste,2025,first,E12,普通大棚,17,豇豆,0.6
baseline_waste,2025,second,E12,普通大棚,41,羊肚菌,0.6
baseline_waste,2025,first,E13,普通大棚,18,刀豆,0.6
baseline_waste,2025,second,E13,普通大棚,38,榆黄菇,0.6
baseline_waste,2025,first,E14,普通大棚,17,豇豆,0.6
baseline_waste,2025,second,E14,普通大棚,41,羊肚菌,0.6
baseline_waste,2025,first,E15,普通大棚,18,刀豆,0.6
baseline_waste,2025,second,E15,普通大棚,41,羊肚菌,0.6
baseline_waste,2025,first,E16,普通大棚,18,刀豆,0.6
baseline_waste,2025,second,E16,普通大棚,41,羊肚菌,0.6
baseline_waste,2025,first,E2,普通大棚,18,刀豆,0.6
baseline_waste,2025,second,E2,普通大棚,38,榆黄菇,0.6
baseline_waste,2025,first,E3,普通大棚,18,刀豆,0.6
baseline_waste,2025,second,E3,普通大棚,39,香菇,0.6
baseline_waste,2025,first,E4,普通大棚,19,芸豆,0.6
baseline_waste,2025,second,E4,普通大棚,41,羊肚菌,0.6
baseline_waste,2025,first,E5,普通大棚,18,刀豆,0.6
baseline_waste,2025,second,E5,普通大棚,40,白灵菇,0.6
baseline_waste,2025,first,E6,普通大棚,18,刀豆,0.6
baseline_waste,2025,second,E6,普通大棚,39,香菇,0.6
baseline_waste,2025,first,E7,普通大棚,27,油麦菜,0.6
baseline_waste,2025,second,E7,普通大棚,40,白灵菇,0.6
baseline_waste,2025,first,E8,普通大棚,20,土豆,0.6
baseline_waste,2025,second,E8,普通大棚,39,香菇,0.6
baseline_waste,2025,first,E9,普通大棚,22,茄子,0.6
baseline_waste,2025,second,E9,普通大棚,40,白灵菇,0.6
baseline_waste,2025,first,F1,智慧大棚,17,豇豆,0.3
baseline_waste,2025,first,F1,智慧大棚,33,黄心菜,0.3
baseline_waste,2025,second,F1,智慧大棚,21,西红柿,0.3
baseline_waste,2025,second,F1,智慧大棚,28,小青菜,0.3
baseline_waste,2025,first,F2,智慧大棚,18,刀豆,0.6
baseline_waste,2025,second,F2,智慧大棚,22,茄子,0.3
baseline_waste,2025,second,F2,智慧大棚,29,黄瓜,0.3
baseline_waste,2025,first,F3,智慧大棚,22,茄子,0.6
baseline_waste,2025,second,F3,智慧大棚,24,青椒,0.3
baseline_waste,2025,second,F3,智慧大棚,30,生菜,0.3
baseline_waste,2025,first,F4,智慧大棚,29,黄瓜,0.6
baseline_waste,2025,second,F4,智慧大棚,23,菠菜,0.3
baseline_waste,2025,second,F4,智慧大棚,34,芹菜,0.3
baseline_waste,2026,single,A1,平旱地,7,玉米,80.0
baseline_waste,2026,single,A2,平旱地,6,小麦,43.3
baseline_waste,2026,single,A2,平旱地,12,南瓜,11.7
baseline_waste,2026,single,A3,平旱地,7,玉米,35.0
baseline_waste,2026,single,A4,平旱地,2,黑豆,4.965789
baseline_waste,2026,single,A4,平旱地,4,绿豆,67.034211
baseline_waste,2026,single,A5,平旱地,1,黄豆,68.0
baseline_waste,2026,single,A6,平旱地,6,小麦,38.636364
baseline_waste,2026,single,A6,平旱地,13,红薯,16.363636
baseline_waste,2026,single,B1,梯田,6,小麦,60.0
baseline_waste,2026,single,B10,梯田,9,高粱,22.54067
baseline_waste,2026,single,B11,梯田,1,黄豆,60.0
baseline_waste,2026,single,B12,梯田,7,玉米,18.684211
baseline_waste,2026,single,B12,梯田,14,莜麦,26.315789
baseline_waste,2026,single,B13,梯田,8,谷子,35.0
baseline_waste,2026,single,B14,梯田,9,高粱,20.0
baseline_waste,2026,single,B2,梯田,2,黑豆,12.052632
baseline_waste,2026,single,B2,梯田,3,红豆,33.947368
baseline_waste,2026,single,B3,梯田,2,黑豆,15.0
baseline_waste,2026,single,B3,梯田,5,爬豆,25.0
baseline_waste,2026,single,B4,梯田,1,黄豆,14.279778
baseline_waste,2026,single,B4,梯田,2,黑豆,13.720222
baseline_waste,2026,single,B5,梯田,3,红豆,25.0
baseline_waste,2026,single,B6,梯田,6,小麦,78.54067
baseline_waste,2026,single,B6,梯田,9,高粱,7.45933
baseline_waste,2026,single,B7,梯田,8,谷子,46.315789
baseline_waste,2026,single,B7,梯田,14,莜麦,8.684211
baseline_waste,2026,single,B8,梯田,8,谷子,44.0
baseline_waste,2026,single,B9,梯田,8,谷子,50.0
baseline_waste,2026,single,C1,山坡地,10,黍子,15.0
baseline_waste,2026,single,C2,山坡地,8,谷子,1.684211
baseline_waste,2026,single,C2,山坡地,10,黍子,11.315789
baseline_waste,2026,single,C3,山坡地,4,绿豆,3.406433
baseline_waste,2026,single,C3,山坡地,8,谷子,11.593567
baseline_waste,2026,single,C4,山坡地,15,大麦,18.0
baseline_waste,2026,single,C5,山坡地,4,绿豆,27.0
baseline_waste,2026,single,C6,山坡地,11,荞麦,15.0
baseline_waste,2026,single,C6,山坡地,15,大麦,3.052632
baseline_waste,2026,first,D1,水浇地,21,西红柿,9.837844
baseline_waste,2026,first,D1,水浇地,28,小青菜,5.162156
baseline_waste,2026,second,D1,水浇地,35,大白菜,15.0
baseline_waste,2026,first,D2,水浇地,24,青椒,0.75
baseline_waste,2026,first,D2,水浇地,26,包菜,1.094595
baseline_waste,2026,first,D2,水浇地,27,油麦菜,1.097561
baseline_waste,2026,first,D2,水浇地,28,小青菜,5.587844
baseline_waste,2026,first,D2,水浇地,31,辣椒,0.75
baseline_waste,2026,first,D2,水浇地,32,空心菜,0.36
baseline_waste,2026,first,D2,水浇地,33,黄心菜,0.36
baseline_waste,2026,second,D2,水浇地,36,白萝卜,9.0
baseline_waste,2026,single,D3,水浇地,16,水稻,14.0
baseline_waste,2026,first,D4,水浇地,20,土豆,4.909091
baseline_waste,2026,first,D4,水浇地,25,菜花,1.090909
baseline_waste,2026,second,D4,水浇地,36,白萝卜,6.0
baseline_waste,2026,first,D5,水浇地,18,刀豆,10.0
baseline_waste,2026,second,D5,水浇地,36,白萝卜,10.0
baseline_waste,2026,first,D6,水浇地,17,豇豆,12.0
baseline_waste,2026,second,D6,水浇地,37,红萝卜,12.0
baseline_waste,2026,single,D7,水浇地,16,水稻,22.0
baseline_waste,2026,first,D8,水浇地,19,芸豆,1.838643
baseline_waste,2026,first,D8,水浇地,20,土豆,10.090909
baseline_waste,2026,first,D8,水浇地,21,西红柿,3.412156
baseline_waste,2026,first,D8,水浇地,30,生菜,0.365854
baseline_waste,2026,second,D8,水浇地,35,大白菜,15.0
baseline_waste,2026,first,E1,普通大棚,17,豇豆,0.6
baseline_waste,2026,second,E1,普通大棚,41,羊肚菌,0.6
baseline_waste,2026,first,E10,普通大棚,18,刀豆,0.6
baseline_waste,2026,second,E10,普通大棚,40,白灵菇,0.6
baseline_waste,2026,first,E11,普通大棚,18,刀豆,0.6
baseline_waste,2026,second,E11,普通大棚,40,白灵菇,0.6
baseline_waste,2026,first,E12,普通大棚,22,茄子,0.6
baseline_waste,2026,second,E12,普通大棚,39,香菇,0.6
baseline_waste,2026,first,E13,普通大棚,21,西红柿,0.6
baseline_waste,2026,second,E13,普通大棚,41,羊肚菌,0.6
baseline_waste,2026,first,E14,普通大棚,22,茄子,0.6
baseline_waste,2026,second,E14,普通大棚,38,榆黄菇,0.6
baseline_waste,2026,first,E15,普通大棚,22,茄子,0.6
baseline_waste,2026,second,E15,普通大棚,38,榆黄菇,0.6
baseline_waste,2026,first,E16,普通大棚,22,茄子,0.6
baseline_waste,2026,second,E16,普通大棚,40,白灵菇,0.6
baseline_waste,2026,first,E2,普通大棚,29,黄瓜,0.6
baseline_waste,2026,second,E2,普通大棚,41,羊肚菌,0.6
baseline_waste,2026,first,E3,普通大棚,22,茄子,0.6
baseline_waste,2026,second,E3,普通大棚,38,榆黄菇,0.6
baseline_waste,2026,first,E4,普通大棚,22,茄子,0.6
baseline_waste,2026,second,E4,普通大棚,39,香菇,0.6
baseline_waste,2026,first,E5,普通大棚,22,茄子,0.6
baseline_waste,2026,second,E5,普通大棚,39,香菇,0.6
baseline_waste,2026,first,E6,普通大棚,22,茄子,0.6
baseline_waste,2026,second,E6,普通大棚,41,羊肚菌,0.6
baseline_waste,2026,first,E7,普通大棚,19,芸豆,0.6
baseline_waste,2026,second,E7,普通大棚,41,羊肚菌,0.6
baseline_waste,2026,first,E8,普通大棚,18,刀豆,0.6
baseline_waste,2026,second,E8,普通大棚,41,羊肚菌,0.6
baseline_waste,2026,first,E9,普通大棚,18,刀豆,0.6
baseline_waste,2026,second,E9,普通大棚,41,羊肚菌,0.6
baseline_waste,2026,first,F1,智慧大棚,22,茄子,0.6
baseline_waste,2026,second,F1,智慧大棚,23,菠菜,0.3
baseline_waste,2026,second,F1,智慧大棚,30,生菜,0.3
baseline_waste,2026,first,F2,智慧大棚,21,西红柿,0.6
baseline_waste,2026,second,F2,智慧大棚,28,小青菜,0.3
baseline_waste,2026,second,F2,智慧大棚,34,芹菜,0.3
baseline_waste,2026,first,F3,智慧大棚,18,刀豆,0.6
baseline_waste,2026,second,F3,智慧大棚,21,西红柿,0.3
baseline_waste,2026,second,F3,智慧大棚,29,黄瓜,0.3
baseline_waste,2026,first,F4,智慧大棚,18,刀豆,0.6
baseline_waste,2026,second,F4,智慧大棚,22,茄子,0.3
baseline_waste,2026,second,F4,智慧大棚,24,青椒,0.3
baseline_waste,2027,single,A1,平旱地,6,小麦,51.936364
baseline_waste,2027,single,A1,平旱地,12,南瓜,11.7
baseline_waste,2027,single,A1,平旱地,13,红薯,16.363636
baseline_waste,2027,single,A2,平旱地,7,玉米,55.0
baseline_waste,2027,single,A3,平旱地,4,绿豆,18.636364
baseline_waste,2027,single,A3,平旱地,6,小麦,16.363636
baseline_waste,2027,single,A4,平旱地,6,小麦,72.0
baseline_waste,2027,single,A5,平旱地,6,小麦,68.0
baseline_waste,2027,single,A6,平旱地,4,绿豆,16.363636
baseline_waste,2027,single,A6,平旱地,7,玉米,38.636364
baseline_waste,2027,single,B1,梯田,1,黄豆,35.0
baseline_waste,2027,single,B1,梯田,9,高粱,25.0
baseline_waste,2027,single,B10,梯田,2,黑豆,25.0
baseline_waste,2027,single,B11,梯田,7,玉米,17.291109
baseline_waste,2027,single,B11,梯田,8,谷子,42.708891
baseline_waste,2027,single,B12,梯田,8,谷子,45.0
baseline_waste,2027,single,B13,梯田,2,黑豆,0.789474
baseline_waste,2027,single,B13,梯田,14,莜麦,34.210526
baseline_waste,2027,single,B14,梯田,3,红豆,3.947368
baseline_waste,2027,single,B14,梯田,5,爬豆,6.11886
baseline_waste,2027,single,B14,梯田,7,玉米,9.933771
baseline_waste,2027,single,B2,梯田,8,谷子,21.0
baseline_waste,2027,single,B2,梯田,10,黍子,25.0
baseline_waste,2027,single,B3,梯田,8,谷子,32.501635
baseline_waste,2027,single,B3,梯田,11,荞麦,7.498365
baseline_waste,2027,single,B4,梯田,6,小麦,5.526316
baseline_waste,2027,single,B4,梯田,8,谷子,22.473684
baseline_waste,2027,single,B5,梯田,9,高粱,25.0
baseline_waste,2027,single,B6,梯田,1,黄豆,55.157895
baseline_waste,2027,single,B6,梯田,5,爬豆,5.842105
baseline_waste,2027,single,B6,梯田,8,谷子,24.210526
baseline_waste,2027,single,B6,梯田,14,莜麦,0.789474
baseline_waste,2027,single,B7,梯田,3,红豆,55.0
baseline_waste,2027,single,B8,梯田,1,黄豆,23.789474
baseline_waste,2027,single,B8,梯田,2,黑豆,20.210526
baseline_waste,2027,single,B9,梯田,1,黄豆,36.052632
baseline_waste,2027,single,B9,梯田,7,玉米,13.947368
baseline_waste,2027,single,C1,山坡地,4,绿豆,15.0
baseline_waste,2027,single,C2,山坡地,4,绿豆,13.0
baseline_waste,2027,single,C3,山坡地,15,大麦,14.913798
baseline_waste,2027,single,C4,山坡地,4,绿豆,18.0
baseline_waste,2027,single,C5,山坡地,5,爬豆,13.73445
baseline_waste,2027,single,C5,山坡地,11,荞麦,7.126717
baseline_waste,2027,single,C5,山坡地,15,大麦,6.138833
baseline_waste,2027,single,C6,山坡地,4,绿豆,20.0
baseline_waste,2027,first,D1,水浇地,17,豇豆,7.741357
baseline_waste,2027,first,D1,水浇地,22,茄子,5.25
baseline_waste,2027,second,D1,水浇地,37,红萝卜,12.0
baseline_waste,2027,first,D2,水浇地,20,土豆,10.0
baseline_waste,2027,second,D2,水浇地,35,大白菜,4.0
baseline_waste,2027,first,D3,水浇地,19,芸豆,2.2
baseline_waste,2027,first,D3,水浇地,20,土豆,2.93188
baseline_waste,2027,first,D3,水浇地,27,油麦菜,0.365854
baseline_waste,2027,first,D3,水浇地,28,小青菜,8.502266
baseline_waste,2027,second,D3,水浇地,35,大白菜,14.0
baseline_waste,2027,single,D4,水浇地,16,水稻,6.0
baseline_waste,2027,single,D5,水浇地,16,水稻,10.0
baseline_waste,2027,first,D6,水浇地,21,西红柿,7.625
baseline_waste,2027,first,D6,水浇地,24,青椒,0.75
baseline_waste,2027,second,D6,水浇地,35,大白菜,12.0
baseline_waste,2027,first,D7,水浇地,18,刀豆,22.0
baseline_waste,2027,second,D7,水浇地,36,白萝卜,5.0
baseline_waste,2027,first,D8,水浇地,17,豇豆,18.161357
baseline_waste,2027,first,D8,水浇地,25,菜花,1.090909
baseline_waste,2027,first,D8,水浇地,28,小青菜,0.747734
baseline_waste,2027,second,D8,水浇地,36,白萝卜,20.0
baseline_waste,2027,first,E1,普通大棚,21,西红柿,0.3
baseline_waste,2027,first,E1,普通大棚,33,黄心菜,0.3
baseline_waste,2027,second,E1,普通大棚,39,香菇,0.6
baseline_waste,2027,first,E10,普通大棚,21,西红柿,0.6
baseline_waste,2027,second,E10,普通大棚,38,榆黄菇,0.6
baseline_waste,2027,first,E11,普通大棚,27,油麦菜,0.6
baseline_waste,2027,second,E11,普通大棚,41,羊肚菌,0.6
baseline_waste,2027,first,E12,普通大棚,21,西红柿,0.6
baseline_waste,2027,second,E12,普通大棚,41,羊肚菌,0.6
baseline_waste,2027,first,E13,普通大棚,28,小青菜,0.6
baseline_waste,2027,second,E13,普通大棚,40,白灵菇,0.6
baseline_waste,2027,first,E14,普通大棚,21,西红柿,0.6
baseline_waste,2027,second,E14,普通大棚,41,羊肚菌,0.6
baseline_waste,2027,first,E15,普通大棚,21,西红柿,0.6
baseline_waste,2027,second,E15,普通大棚,41,羊肚菌,0.6
baseline_waste,2027,first,E16,普通大棚,30,生菜,0.3
baseline_waste,2027,first,E16,普通大棚,32,空心菜,0.3
baseline_waste,2027,second,E16,普通大棚,41,羊肚菌,0.6
baseline_waste,2027,first,E2,普通大棚,31,辣椒,0.6
baseline_waste,2027,second,E2,普通大棚,40,白灵菇,0.6
baseline_waste,2027,first,E3,普通大棚,21,西红柿,0.6
baseline_waste,2027,second,E3,普通大棚,41,羊肚菌,0.6
baseline_waste,2027,first,E4,普通大棚,21,西红柿,0.6
baseline_waste,2027,second,E4,普通大棚,40,白灵菇,0.6
baseline_waste,2027,first,E5,普通大棚,26,包菜,0.6
baseline_waste,2027,second,E5,普通大棚,41,羊肚菌,0.6
baseline_waste,2027,first,E6,普通大棚,28,小青菜,0.6
baseline_waste,2027,second,E6,普通大棚,39,香菇,0.6
baseline_waste,2027,first,E7,普通大棚,21,西红柿,0.6
baseline_waste,2027,second,E7,普通大棚,39,香菇,0.6
baseline_waste,2027,first,E8,普通大棚,21,西红柿,0.6
